Symbol,last_close,med_dollar,active_days,sessions,first,peak,crush,age_years
DFUS,83.89,43856606.538411215,32,32,2021-06-14,85.08,1.0141852425795685,5.177275838466803
DG,120.84,248487799.8381859,32,32,2016-01-04,260.44,2.155246607083747,10.620123203285422
DGICA,18.61,1949840.41636904,32,32,2016-01-04,20.95,1.1257388500806018,10.620123203285422
DGII,81.04,25635422.203663655,32,32,2016-01-04,85.24,1.0518262586377096,10.620123203285422
DGP,153.2157,19095224.611144982,32,32,2016-01-04,241.968,1.5792637438591475,10.620123203285422
DGRE,39.5039,260631.69754737458,32,32,2016-01-04,42.27,1.070020934641896,10.620123203285422
DGRO,79.68,103066180.2375506,32,32,2016-01-04,80.0,1.004016064257028,10.620123203285422
DGRS,60.5912,1751922.34500231,32,32,2016-01-04,61.6265,1.0170866396440408,10.620123203285422
DGRW,99.07,50839176.36282967,32,32,2016-01-04,100.32,1.0126173412738468,10.620123203285422
DGS,62.72,2392948.182974004,32,32,2016-01-04,66.6,1.061862244897959,10.620123203285422
DGT,190.7212,1218599.707243506,32,32,2016-01-05,192.5813,1.0097529797421576,10.617385352498289
DGX,236.25,186517644.18075207,32,32,2016-01-04,238.5,1.0095238095238095,10.620123203285422
DHCNI,18.33,208693.75771550002,32,32,2020-01-02,25.56,1.3944353518821604,6.625598904859685
DHI,145.68,326758960.61491984,32,32,2016-01-04,197.06,1.352690829214717,10.620123203285422
DHR,199.58,801877795.2012743,32,32,2016-01-04,332.43,1.6656478605070648,10.620123203285422
DHS,118.845,2602698.481988093,32,32,2016-01-04,119.25,1.003407800075729,10.620123203285422
DHT,19.31,49738859.63554325,32,32,2016-01-04,19.96,1.033661315380632,10.620123203285422
DIA,532.91,1737790835.9857113,32,32,2016-01-04,542.81,1.0185772456887654,10.620123203285422
DIAL,17.915,612138.79146006,32,32,2017-10-12,22.09,1.2330449344125036,8.848733744010952
DIG,69.46,1590438.42520606,32,32,2016-01-04,69.51,1.0007198387561187,10.620123203285422
DIN,34.96,8902335.89897652,32,32,2016-01-04,103.38,2.957093821510297,10.620123203285422
DINT,29.762,230399.99002338998,32,32,2018-03-02,30.4949,1.0246253611988443,8.462696783025326
DIOD,99.1,45591963.83068842,32,32,2016-01-04,122.76,1.2387487386478306,10.620123203285422
DIS,103.95,991818008.4097712,32,32,2016-01-04,201.91,1.9423761423761423,10.620123203285422
DIV,19.61,3696665.85013391,32,32,2016-01-04,25.86,1.3187149413564507,10.620123203285422
DIVB,67.995,12867255.525633302,32,32,2017-11-09,68.44,1.0065445988675636,8.772073921971252
DIVO,48.41,34134324.711857386,32,32,2016-12-14,48.45,1.0008262755629003,9.675564681724847
DIVZ,38.62,788203.106111265,32,32,2021-01-28,39.4118,1.0205023303987573,5.552361396303901
DJAN,46.3352,356961.7608275,32,32,2021-01-19,46.46,1.0026934166681054,5.577002053388091
DJCO,600.54,26348867.34764309,32,32,2021-03-26,664.72,1.1068704832317582,5.3963039014373715
DJD,65.67,2682159.449327985,32,32,2016-01-04,66.15,1.007309273640932,10.620123203285422
DJP,49.39,1443554.82903704,32,32,2016-01-04,51.64,1.045555780522373,10.620123203285422
DJUL,51.1349,1048753.5573,32,32,2020-07-20,51.41,1.0053798873176636,6.078028747433265
DJUN,50.08,789953.8962600001,32,32,2020-06-22,50.3247,1.0048861821086261,6.154688569472964
DK,68.22,76243928.70827025,32,32,2016-01-04,68.3,1.001172676634418,10.620123203285422
DKL,53.74,4082493.03741496,32,32,2016-01-04,62.82,1.168961667286937,10.620123203285422
DKNG,24.04,260656450.02928403,32,32,2020-04-24,71.98,2.994176372712147,6.316221765913758
DKS,191.52,253317283.36801243,32,32,2016-01-04,250.04,1.3055555555555554,10.620123203285422
DLB,61.1,44723238.40465578,32,32,2016-01-04,103.53,1.6944353518821604,10.620123203285422
DLN,101.03,9900200.380752,32,32,2016-01-04,101.59,1.0055429080471148,10.620123203285422
DLO,13.64,26361270.00961072,32,32,2021-06-03,69.0,5.058651026392962,5.207392197125257
DLR,195.25,455355443.749391,32,32,2016-01-04,203.91,1.0443533930857873,10.620123203285422
DLS,88.0348,1192349.5818731827,32,32,2016-01-04,89.24,1.0136900407566098,10.620123203285422
DLTR,130.48,276160503.8002452,32,32,2016-01-04,174.08,1.3341508277130596,10.620123203285422
DLX,23.32,9729981.290251397,32,32,2016-01-04,77.69,3.3314751286449398,10.620123203285422
DLY,14.13,2278462.4829449,32,32,2020-02-26,20.24,1.4324133050247698,6.4750171115674195
DMAY,47.9015,325213.03024999995,32,32,2020-05-18,48.1258,1.0046825255994072,6.250513347022587
DMB,10.6,658729.070675535,32,32,2016-01-04,16.55,1.5613207547169812,10.620123203285422
DMLP,28.05,4611946.255029535,32,32,2016-01-04,35.44,1.263458110516934,10.620123203285422
DMO,10.48,399554.676222115,32,32,2016-01-04,27.08,2.5839694656488548,10.620123203285422
DMRC,7.0,838315.8616004849,32,32,2016-01-04,65.56,9.365714285714287,10.620123203285422
DMXF,86.2694,1592724.5418374175,32,32,2020-06-18,87.7604,1.0172830690835917,6.165639972621492
DNL,46.3364,770888.5968018551,32,32,2016-01-04,47.239,1.0194792862630675,10.620123203285422
DNLI,24.31,34270200.35751056,32,32,2017-12-08,93.56,3.8486219662690253,8.692676249144421
DNOV,52.19,263990.4759,32,32,2019-11-18,52.3001,1.002109599540142,6.74880219028063
DNOW,15.93,30925477.6678252,32,32,2016-01-04,23.21,1.4569993722536096,10.620123203285422
DNP,10.92,6338939.44448293,32,32,2016-01-04,13.12,1.2014652014652014,10.620123203285422
DOC,20.44,122518359.40537834,32,32,2016-01-04,23.12,1.1311154598825832,10.620123203285422
DOCN,125.25,324081023.3656784,32,32,2021-03-24,181.29,1.4474251497005988,5.401779603011636
DOCT,47.5198,290888.3961,32,32,2020-10-19,47.6,1.001687717540899,5.8288843258042435
DOCU,60.01,158319263.21734214,32,32,2018-04-27,310.05,5.166638893517748,8.309377138945928
DOG,21.35,41974445.67767787,32,32,2016-01-04,99.64,4.666978922716627,10.620123203285422
DOL,76.2,697300.8811831351,32,32,2016-01-04,77.07,1.0114173228346455,10.620123203285422
DON,58.22,5468584.45876064,32,32,2016-01-04,58.9,1.0116798351082101,10.620123203285422
DORM,132.82,32238886.644323155,32,32,2016-01-04,166.34,1.2523716307784973,10.620123203285422
DOV,203.06,210674120.9012744,32,32,2016-01-04,233.31,1.1489707475622968,10.620123203285422
DOW,31.19,273931235.0800664,32,32,2016-01-04,70.91,2.2734850913754405,10.620123203285422
DOX,57.88,61720802.52387874,32,32,2016-01-04,98.85,1.707843814789219,10.620123203285422
DPG,14.76,807135.6136545,32,32,2016-01-04,17.65,1.1957994579945799,10.620123203285422
DPST,149.27,32728121.42943594,32,32,2016-01-04,1890.0,12.661619883432705,10.620123203285422
DPZ,336.25,258958430.7842427,32,32,2016-01-04,564.33,1.6783048327137549,10.620123203285422
DQ,13.89,10329279.282134969,32,32,2016-01-04,124.13,8.936645068394528,10.620123203285422
DRD,24.3,6214936.200234544,32,32,2016-01-04,39.18,1.6123456790123456,10.620123203285422
DRH,12.49,28698171.370062005,32,32,2016-01-04,13.38,1.0712570056044837,10.620123203285422
DRI,218.86,256378695.49067795,32,32,2016-01-04,227.68,1.0402997349904048,10.620123203285422
DRIV,34.7751,1080267.9169113664,32,32,2018-04-17,42.53,1.2230015154521483,8.336755646817249
DRN,10.77,7596051.885396681,32,32,2016-01-04,35.96,3.338904363974002,10.620123203285422
DRSK,28.49,3754366.355295,32,32,2018-08-08,31.72,1.1133731133731133,8.02737850787132
DRV,18.42,2465821.014429295,32,32,2016-01-04,1296.0,70.35830618892507,10.620123203285422
DRVN,12.89,9910941.40211824,32,32,2016-01-20,34.5,2.6764934057408842,10.576317590691307
DSEP,48.3611,252129.2115,32,32,2020-09-21,48.405,1.0009077543728326,5.905544147843942
DSGN,15.27,6221407.872909505,32,32,2021-03-26,41.49,2.7170923379174856,5.3963039014373715
DSGX,75.27,33250394.74211154,32,32,2016-01-04,122.5,1.6274744254018867,10.620123203285422
DSI,146.2,12226322.460547544,32,32,2016-01-04,148.38,1.0149110807113544,10.620123203285422
DSL,10.7,4911293.865264965,32,32,2016-01-04,21.47,2.006542056074766,10.620123203285422
DSP,12.91,2666809.2215291252,32,32,2021-02-10,68.31,5.291247095274981,5.516769336071184
DSTL,68.05,3945392.609941075,32,32,2018-10-24,68.9,1.012490815576782,7.816563997262149
DSTX,35.436,384765.92173204,32,32,2020-12-15,36.2205,1.0221385032170673,5.672826830937714
DSU,9.42,2896059.2916059406,32,32,2016-01-04,12.14,1.288747346072187,10.620123203285422
DT,49.26,207275009.12624812,32,32,2019-08-01,78.76,1.5988631749898499,7.047227926078029
DTB,15.9,280259.509606,32,32,2020-10-07,27.2,1.710691823899371,5.861738535249829
DTD,97.5721,1606442.0644215175,32,32,2016-01-04,98.12,1.0056153347114596,10.620123203285422
DTE,140.21,181491304.10195583,32,32,2016-01-04,154.43,1.1014192996219956,10.620123203285422
DTH,58.1761,1333675.8814771427,32,32,2016-01-04,58.3753,1.0034240865235038,10.620123203285422
DTIL,8.23,2222412.8686822746,32,32,2019-03-28,589.8,71.66464155528553,7.392197125256674
DTW,19.2682,444081.46163992,32,32,2017-11-22,28.15,1.4609563944737962,8.736481861738536
DUG,14.71,1097932.146778215,32,32,2016-01-04,3382.938,229.97539089055064,10.620123203285422
DUK,123.99,472339037.98568654,32,32,2016-01-04,133.46,1.0763771271876765,10.620123203285422
DUKB,22.08,841498.4074840001,32,32,2018-09-20,28.78,1.3034420289855073,7.909650924024641
DUOT,11.59,6085498.029609861,32,32,2021-03-26,14.64,1.2631578947368423,5.3963039014373715
DUSA,57.135,2613165.50132976,32,32,2017-01-12,58.37,1.0216154721274175,9.596167008898014
DUSL,99.56,942760.170135485,32,32,2017-05-03,105.04,1.0550421856167136,9.292265571526352
DV,13.27,24300084.28790376,32,32,2021-04-21,47.06,3.546345139412208,5.325119780971937
DVA,177.91,161572333.174788,32,32,2016-01-04,240.96,1.3543926704513518,10.620123203285422
DVN,47.83,434303266.28927284,32,32,2016-01-04,78.04,1.6316119590215348,10.620123203285422
DVY,164.95,55173449.10377394,32,32,2016-01-04,165.5,1.0033343437405275,10.620123203285422
DVYE,34.09,3968782.9704743903,32,32,2016-01-04,46.1,1.3523027280727484,10.620123203285422
DWAS,116.7983,1236371.9350993375,32,32,2016-01-04,127.3144,1.0900364132012197,10.620123203285422
DWLD,47.4877,658644.12252858,32,32,2017-01-12,49.1398,1.0347900614264327,9.596167008898014
DWM,75.8386,648903.5718683685,32,32,2016-01-04,76.9793,1.0150411531858445,10.620123203285422
DWX,47.5903,540058.2325247133,32,32,2016-01-04,48.68,1.0228975232347768,10.620123203285422
DX,13.18,65605130.38826217,32,32,2016-01-04,22.74,1.7253414264036417,10.620123203285422
DXC,10.5,32946649.9778368,32,32,2017-04-03,107.31,10.22,9.374401095140314
DXCM,89.6,362557078.61705744,32,32,2016-01-04,162.815,1.8171316964285715,10.620123203285422
DXD,16.63,11626738.74790416,32,32,2016-01-04,488.2,29.35658448586891,10.620123203285422
DXJ,177.69,39839050.54602536,32,32,2016-01-04,182.64,1.0278575046429175,10.620123203285422
DXPE,197.62,20880329.88596262,32,32,2016-01-04,200.84,1.0162938973788078,10.620123203285422
DY,414.7,149529157.36717778,32,32,2016-01-04,535.2,1.2905714974680493,10.620123203285422
DYN,26.0,49912016.30565806,32,32,2016-01-04,47.04,1.8092307692307692,10.620123203285422
DYNF,69.62,128631309.96147335,32,32,2019-03-21,70.33,1.0101982189026142,7.411362080766598
E,55.93,16801321.41354396,32,32,2016-01-04,57.61,1.0300375469336671,10.620123203285422
EA,209.7,530026174.198344,22,22,2016-01-04,209.91,1.0010014306151647,10.620123203285422
EAD,6.36,1560563.30883707,32,32,2016-01-04,9.16,1.440251572327044,10.620123203285422
EAF,7.01,1834575.47601301,32,32,2018-04-19,223.7,31.911554921540656,8.331279945242985
EAGG,46.63,12594803.899365801,32,32,2018-10-23,57.26,1.2279648295088998,7.819301848049282
EAI,19.77,351752.54640700005,32,32,2016-08-17,26.77,1.3540718259989883,10.001368925393566
EAT,235.65,213432039.7129352,32,32,2016-01-04,245.89,1.0434542754084446,10.620123203285422
EBAY,102.27,423995008.4344572,32,32,2016-01-04,118.96,1.1631954629901242,10.620123203285422
EBC,23.61,50252719.11008905,32,32,2020-10-15,23.65,1.0016941973739941,5.839835728952772
EBF,22.53,2734431.564890365,32,32,2016-01-04,25.25,1.120727918331114,10.620123203285422
EBMT,23.53,856265.3529419799,32,32,2016-01-04,25.88,1.0998725031874201,10.620123203285422
EBND,21.06,4627693.8802692,32,32,2016-01-04,30.76,1.4605887939221274,10.620123203285422
EC,17.68,36526451.25557358,32,32,2016-01-04,27.65,1.5639140271493213,10.620123203285422
ECH,40.08,12563956.534464575,32,32,2016-01-04,56.17,1.4014471057884232,10.620123203285422
ECL,280.0,319991670.0318748,32,32,2016-01-04,308.35,1.10125,10.620123203285422
ECON,34.5,292880.820939135,32,32,2016-01-04,37.9738,1.1006898550724638,10.620123203285422
ECOR,10.27,473455.67517951,32,32,2018-06-22,297.4525,28.963242453748784,8.15605749486653
ECPG,102.21,30125572.83035233,32,32,2016-01-04,103.74,1.01496918109774,10.620123203285422
ED,109.16,228875143.1654029,32,32,2016-01-04,115.46,1.0577134481495052,10.620123203285422
EDC,73.97,5221032.215168877,32,32,2016-01-04,168.6,2.279302419899959,10.620123203285422
EDEN,115.77,476294.316870761,32,32,2016-01-04,132.3436,1.143159713224497,10.620123203285422
EDF,5.18,590287.203026383,32,32,2016-01-04,17.28,3.3359073359073363,10.620123203285422
EDIV,41.66,4020489.7960362397,32,32,2016-01-04,43.43,1.0424867978876622,10.620123203285422
EDN,22.5,1315220.0089411652,32,32,2016-01-04,62.55,2.78,10.620123203285422
EDOW,46.0501,664271.8469320738,32,32,2017-08-09,46.7294,1.0147513251871332,9.023956194387406
EDRY,41.495,1834717.087349,32,32,2021-03-26,42.75,1.0302446077840703,5.3963039014373715
EDSA,5.71,292182.197164525,32,32,2019-06-10,83.44,14.612959719789842,7.189596167008898
EDU,54.52,39730588.86600268,32,32,2016-01-04,196.79,3.609501100513573,10.620123203285422
EDV,58.88,70436412.30309519,32,32,2016-01-04,178.36,3.0292119565217392,10.620123203285422
EDZ,15.83,2828172.4525865195,32,32,2016-01-04,3376.5,213.2975363234365,10.620123203285422
EEFT,69.21,46193819.56443902,32,32,2016-01-04,170.21,2.4593266868949577,10.620123203285422
EELV,28.46,998964.790211445,32,32,2016-01-04,29.93,1.0516514406184119,10.620123203285422
EEM,65.34,1378409467.9218206,32,32,2016-01-04,71.21,1.0898377716559533,10.620123203285422
EEMA,114.12,3505624.932993365,32,32,2016-01-04,121.56,1.0651945320715037,10.620123203285422
EEMO,21.4186,219239.5363071551,32,32,2016-04-08,25.75,1.2022261025463847,10.360027378507871
EEMS,74.09,1355084.3103867588,32,32,2016-01-04,79.26,1.0697799973005804,10.620123203285422
EEMV,74.28,14567394.472045634,32,32,2016-01-04,76.94,1.0358104469574583,10.620123203285422
EES,68.59,749195.609156,32,32,2016-01-04,69.88,1.0188074063274528,10.620123203285422
EET,105.5096,757129.8240830428,32,32,2016-01-04,127.8542,1.2117778856142,10.620123203285422
EEV,11.31,259436.207671655,32,32,2016-01-04,304.7,26.94076038903625,10.620123203285422
EFA,107.27,1032262014.8613219,32,32,2016-01-04,108.69,1.0132376246853734,10.620123203285422
EFAS,23.095,229871.160994138,32,32,2021-03-26,23.095,1.0,5.3963039014373715
EFAV,93.06,41907559.2987902,32,32,2016-01-04,94.87,1.0194498173221578,10.620123203285422
EFAX,55.6125,466121.52656878,32,32,2016-10-25,56.3826,1.0138476062036412,9.81245722108145
EFC,13.61,14467038.597003724,32,32,2016-01-04,19.44,1.4283614988978695,10.620123203285422
EFG,124.78,68664969.5505322,32,32,2016-01-04,127.15,1.018993428434044,10.620123203285422
EFIV,75.15,1616381.16425162,32,32,2020-07-28,76.12,1.0129075182967398,6.056125941136208
EFNL,53.43,594456.8411297803,32,32,2016-01-04,58.2,1.0892756878158338,10.620123203285422
EFR,10.65,1130868.8774372102,32,32,2016-01-04,15.58,1.4629107981220657,10.620123203285422
EFSC,65.44,13150206.896458741,32,32,2016-01-04,68.52,1.0470660146699267,10.620123203285422
EFT,10.89,725617.497578895,32,32,2016-01-04,15.52,1.4251606978879705,10.620123203285422
EFV,81.23,194981031.83907598,32,32,2016-01-04,82.26,1.0126800443186015,10.620123203285422
EFX,181.84,217713100.41831326,32,32,2016-01-04,307.13,1.6890123185217774,10.620123203285422
EGAN,7.19,811321.34588065,32,32,2016-01-04,19.77,2.7496522948539637,10.620123203285422
EGBN,28.45,6975099.26352619,32,32,2016-01-04,68.85,2.4200351493848857,10.620123203285422
EGO,38.71,70269632.78292525,32,32,2016-01-04,49.71,1.2841642986308448,10.620123203285422
EGP,202.17,89209494.57958439,32,32,2016-01-04,228.56,1.1305337092545877,10.620123203285422
EH,5.67,3373987.4326191396,32,32,2019-12-12,124.09,21.88536155202822,6.683093771389459
EHC,122.1,112256494.55823773,32,32,2018-01-02,127.18,1.0416052416052417,8.624229979466119
EHI,5.83,533043.404173195,32,32,2016-01-04,10.76,1.8456260720411664,10.620123203285422
EIC,10.04,978693.1646090599,32,32,2019-07-24,20.34,2.0258964143426295,7.069130732375085
EIDO,12.56,12202442.433763841,32,32,2016-01-04,30.56,2.43312101910828,10.620123203285422
EIG,48.41,9471920.7793465,32,32,2016-01-04,53.89,1.1131997521173311,10.620123203285422
EIM,9.58,1414682.35555175,32,32,2016-01-04,14.48,1.5114822546972861,10.620123203285422
EINC,122.6618,688901.83956796,32,32,2019-12-02,125.46,1.0228123180974027,6.71047227926078
EIRL,82.6359,226233.4235491593,32,32,2016-01-04,83.0135,1.0045694425788305,10.620123203285422
EIS,122.25,5116600.3558028005,32,32,2016-01-04,137.69,1.1262985685071574,10.620123203285422
EIX,73.69,198026550.99757642,32,32,2016-01-04,88.36,1.1990772153616502,10.620123203285422
EJUL,30.8099,957331.36,32,32,2019-07-01,31.3367,1.0170984001895496,7.132101300479124
EL,84.27,188500218.8953943,32,32,2016-01-04,371.86,4.412721015782604,10.620123203285422
ELA,15.6,2437124.229061515,32,32,2016-01-04,28.88,1.8512820512820514,10.620123203285422
ELAN,23.64,130165943.56281197,32,32,2018-09-20,36.72,1.5532994923857868,7.909650924024641
ELD,28.86,364683.05971149495,32,32,2016-01-04,40.02,1.3866943866943868,10.620123203285422
ELF,92.51,160863233.6650107,32,32,2016-09-22,218.0,2.356501999783807,9.902806297056811
ELMD,41.42,3019144.703556675,32,32,2016-01-04,46.31,1.1180589087397392,10.620123203285422
ELS,64.49,93008344.02777292,32,32,2016-01-04,88.45,1.3715304698402855,10.620123203285422
EMB,94.64,449824964.20203114,32,32,2016-01-04,117.97,1.246513102282333,10.620123203285422
EMBD,23.55,371561.36321661505,32,32,2020-06-03,28.07,1.191932059447983,6.206707734428473
EMD,10.62,1775199.428636785,32,32,2016-01-04,16.05,1.5112994350282487,10.620123203285422
EME,824.53,287018651.72124916,32,32,2016-01-04,943.75,1.1445914642281056,10.620123203285422
EMF,21.72,675759.1574731501,32,32,2016-01-04,24.68,1.136279926335175,10.620123203285422
EMGF,70.36,7749477.0616874695,32,32,2016-01-06,76.28,1.0841387151790791,10.614647501711156
EMHC,24.88,834002.820472995,32,32,2021-04-07,31.057,1.2482717041800644,5.363449691991787
EMHY,40.24,2652257.3505703607,32,32,2016-01-04,51.06,1.2688866799204772,10.620123203285422
EML,24.6,311639.97866428003,32,32,2016-01-04,34.36,1.3967479674796748,10.620123203285422
EMLC,25.59,31223611.337218996,32,32,2016-01-04,39.64,1.5490425947635795,10.620123203285422
EMLP,44.72,9062207.58176074,32,32,2016-01-04,44.84,1.0026833631484795,10.620123203285422
EMMF,37.4753,446734.7644629375,32,32,2018-08-10,40.7682,1.0878685427468227,8.021902806297057
EMN,73.0,69210978.41470397,32,32,2016-01-04,130.03,1.7812328767123289,10.620123203285422
EMNT,98.9152,604714.4735902376,32,32,2019-12-12,100.9,1.0200656724143509,6.683093771389459
EMO,54.42,1869788.01384916,32,32,2016-01-04,71.0,1.3046674016905548,10.620123203285422
EMQQ,33.66,953499.820376668,32,32,2016-01-04,80.95,2.4049316696375524,10.620123203285422
EMR,157.78,394912084.925572,32,32,2016-01-04,164.38,1.0418303967549754,10.620123203285422
EMTL,42.565,259613.151083002,12,12,2016-04-14,52.84,1.2413955127452134,10.343600273785079
EMXC,94.81,214360295.9219213,32,32,2017-07-26,106.49,1.1231937559329184,9.062286105407255
EMXF,55.8132,430232.1429357374,32,32,2021-03-26,59.819,1.0717715522492888,5.3963039014373715
ENB,51.39,190177673.3442866,32,32,2016-01-04,58.04,1.129402607511189,10.620123203285422
ENFR,40.2,2835803.49150742,32,32,2016-01-04,40.54,1.008457711442786,10.620123203285422
ENOR,35.99,754943.00071295,32,32,2016-01-04,38.1,1.0586273964990276,10.620123203285422
ENPH,37.58,152404925.38697046,32,32,2016-01-04,336.0,8.940926024481108,10.620123203285422
ENR,22.33,20608566.51668345,32,32,2016-01-04,65.06,2.9135691894312585,10.620123203285422
ENS,200.56,83094416.01578557,32,32,2016-01-04,243.34,1.213302752293578,10.620123203285422
ENSG,182.49,70987513.4901953,32,32,2016-01-04,215.83,1.182694942188613,10.620123203285422
ENTA,13.3,2202168.361303365,32,32,2016-01-04,126.37,9.501503759398496,10.620123203285422
ENTG,150.265,352387797.84745276,32,32,2016-01-04,184.0,1.2245033773666523,10.620123203285422
ENVA,262.0,72458515.14920504,32,32,2016-01-04,265.45,1.0131679389312978,10.620123203285422
ENZL,47.0978,5013301.370278329,32,32,2016-01-04,71.695,1.5222579398613096,10.620123203285422
EOG,148.7,391749956.5633544,32,32,2016-01-04,149.89,1.0080026899798251,10.620123203285422
EOI,20.09,1276630.4043046748,32,32,2016-01-04,21.98,1.094076655052265,10.620123203285422
EOLS,8.18,4836688.71392606,32,32,2018-02-08,38.49,4.705378973105135,8.522929500342231
EOS,21.73,2332636.17948924,32,32,2016-01-04,24.97,1.1491026231017027,10.620123203285422
EOT,17.49,374865.25067304145,32,32,2016-01-04,24.7,1.4122355631789596,10.620123203285422
EPAC,36.51,14939449.524594946,32,32,2019-10-07,51.57,1.4124897288414133,6.863791923340178
EPAM,100.25,125998164.93917418,32,32,2016-01-04,717.49,7.157007481296758,10.620123203285422
EPC,28.45,16954874.615405336,32,32,2016-01-04,87.48,3.0748681898066788,10.620123203285422
EPD,38.64,108697712.138785,32,32,2016-01-04,39.8,1.0300207039337472,10.620123203285422
EPHE,25.24,2545390.95413178,32,32,2016-01-04,40.39,1.6002377179080824,10.620123203285422
EPI,42.73,13299994.624253806,32,32,2016-01-04,50.82,1.189328340744208,10.620123203285422
EPOL,43.63,12509902.349795401,32,32,2016-01-04,44.6,1.0222324088929635,10.620123203285422
EPP,56.97,12672812.324028665,32,32,2016-01-04,58.01,1.0182552220466912,10.620123203285422
EPR,60.37,41272221.80002202,32,32,2016-01-04,84.46,1.3990392579095576,10.620123203285422
EPRT,30.8,41874471.62489188,32,32,2018-06-21,34.59,1.123051948051948,8.158795345653662
EPS,80.74,2808355.11592404,32,32,2016-01-04,81.81,1.0132524151597722,10.620123203285422
EPSN,5.68,697862.14821407,32,32,2019-02-19,8.39,1.4771126760563382,7.493497604380561
EPU,87.49,2982763.26618327,32,32,2016-01-04,93.84,1.0725797233969598,10.620123203285422
EPV,17.1381,211473.09534694627,32,32,2016-01-04,370.05,21.59224184711257,10.620123203285422
EQAL,61.1,1444005.115811815,32,32,2016-01-04,61.8578,1.0124026186579378,10.620123203285422
EQBK,51.15,5608098.564730125,32,32,2016-01-04,51.73,1.0113391984359725,10.620123203285422
EQH,50.84,134957305.26158506,32,32,2018-05-10,56.1,1.1034618410700237,8.27378507871321
EQIX,1085.09,534792325.321059,32,32,2016-01-04,1115.94,1.0284308214065194,10.620123203285422
EQL,52.16,1748075.6075125798,32,32,2016-01-04,52.5,1.0065184049079756,10.620123203285422
EQNR,41.84,136651590.7724925,32,32,2018-05-17,42.4,1.0133843212237093,8.254620123203285
EQR,63.66,175352232.45048475,31,31,2016-01-04,93.24,1.4646559849198868,10.620123203285422
EQRR,87.1428,211608.8911547229,32,32,2021-03-26,87.5717,1.0049218065061027,5.3963039014373715
EQT,53.14,346986857.2956308,32,32,2016-01-04,67.93,1.2783214151298459,10.620123203285422
EQWL,134.31,9396369.876714315,32,32,2016-01-04,135.57,1.0093812821085548,10.620123203285422
EQX,11.45,114532183.97553748,32,32,2019-09-16,18.76,1.6384279475982535,6.921286789869952
ERC,9.22,369557.274347825,32,32,2016-01-04,13.96,1.5140997830802603,10.620123203285422
ERH,11.63,244771.7664819,32,32,2016-01-04,15.85,1.3628546861564916,10.620123203285422
ERIC,10.09,119064235.72832105,32,32,2016-01-04,14.34,1.421209117938553,10.620123203285422
ERIE,256.95,54319984.259976044,32,32,2016-01-04,544.84,2.1204125316209383,10.620123203285422
ERII,7.88,6841038.834164309,32,32,2016-01-04,30.61,3.8845177664974617,10.620123203285422
ERX,107.53,22509171.54362569,32,32,2016-01-04,436.9,4.063052171487026,10.620123203285422
ERY,9.01,12101857.47137171,32,32,2016-01-04,3239.8,359.5782463928968,10.620123203285422
ES,72.22,153242556.73423073,32,32,2016-01-04,98.54,1.364441982830241,10.620123203285422
ESCA,20.33,763465.13521262,32,32,2016-01-04,25.47,1.2528283325135268,10.620123203285422
ESE,306.48,59207181.475930706,32,32,2016-01-04,354.9,1.157987470634299,10.620123203285422
ESEA,72.82,3462868.8190598805,32,32,2016-01-04,79.39,1.090222466355397,10.620123203285422
ESGD,106.26,21226134.769611068,32,32,2016-06-30,107.78,1.0143045360436664,10.132785763175907
ESGE,52.51,24901313.0697532,32,32,2016-07-20,56.8,1.0816987240525615,10.078028747433265
ESGU,168.13,43776521.48099149,32,32,2016-12-06,170.48,1.013977279486112,9.697467488021903
ESGV,135.5,15889431.4109281,32,32,2018-09-20,137.8,1.0169741697416974,7.909650924024641
ESI,37.29,191534310.56478465,32,32,2016-01-04,49.09,1.3164387235183697,10.620123203285422
ESLT,795.71,58795730.874673575,32,32,2016-01-04,1014.33,1.274748337962323,10.620123203285422
ESML,55.69,4381079.119849674,32,32,2018-04-12,56.64,1.0170587179026755,8.350444900752908
ESNT,69.58,32807001.810630888,32,32,2016-01-04,69.58,1.0,10.620123203285422
ESP,64.95,2538952.19537136,32,32,2021-03-26,72.22,1.1119322555812163,5.3963039014373715
ESPO,97.69,1367663.4175919532,32,32,2018-10-17,122.3,1.2519193366772443,7.835728952772074
ESQ,121.67,17636137.021335848,32,32,2017-06-27,132.92,1.0924632201857483,9.141683778234086
ESS,283.71,129939193.15931988,32,32,2016-01-04,359.31,1.2664692820133236,10.620123203285422
ESTA,75.215,41873170.30375577,32,32,2018-07-19,95.65,1.2716878282257529,8.082135523613964
ESTC,85.01,109711109.68489835,32,32,2018-10-05,186.78,2.1971532760851664,7.868583162217659
ET,21.42,182659447.48982257,32,32,2018-10-19,21.42,1.0,7.83025325119781
ETB,15.61,682453.92734325,32,32,2016-01-04,17.58,1.1262011531069827,10.620123203285422
ETG,23.92,1956086.9864164002,32,32,2016-01-04,24.51,1.024665551839465,10.620123203285422
ETJ,8.44,904900.0450889999,32,32,2016-01-04,11.68,1.3838862559241707,10.620123203285422
ETN,431.33,774293342.847239,32,32,2016-01-04,459.96,1.0663760925509471,10.620123203285422
ETO,31.4975,877053.5175460901,32,32,2016-01-04,33.8,1.0731010397650607,10.620123203285422
ETR,108.08,239956193.5923404,32,32,2016-01-04,117.91,1.0909511472982976,10.620123203285422
