entry_date,exit_date,ticker,entry_px,exit_px,days_held,pnl_pct,exit_reason
2022-05-17,2022-06-08,TENB,43.76,51.37,22,0.173903,exit_a_not_accumulate
2022-05-11,2022-06-09,HFFG,5.2,4.95,29,-0.048077,exit_a_not_accumulate
2022-06-01,2022-06-09,BKD,5.68,5.21,8,-0.082746,exit_a_not_accumulate
2022-06-03,2022-06-09,GSAT,20.85,18.75,6,-0.100719,exit_f_catastrophic
2022-06-03,2022-06-10,TCI,46.5,40.25,7,-0.134409,exit_f_catastrophic
2022-05-20,2022-06-13,BLBD,12.46,10.61,24,-0.148475,exit_f_catastrophic
2022-06-07,2022-06-13,ARLP,20.92,18.63,6,-0.109465,exit_f_catastrophic
2022-06-09,2022-06-16,GSAT,18.3,17.1,7,-0.065574,exit_a_not_accumulate
2022-06-10,2022-06-17,FTI,7.63,6.59,7,-0.136304,exit_f_catastrophic
2022-06-10,2022-06-17,BSVN,23.77,23.41,7,-0.015145,exit_a_not_accumulate
2022-06-10,2022-06-17,ANGO,18.17,18.7,7,0.029169,exit_a_not_accumulate
2022-06-13,2022-06-17,AGYS,37.89,39.73,4,0.048562,exit_a_not_accumulate
2022-05-09,2022-06-22,SSL,22.66,22.78,44,0.005296,exit_a_not_accumulate
2022-06-15,2022-06-23,FET,21.82,19.15,8,-0.122365,exit_f_catastrophic
2022-06-23,2022-06-24,TWI,14.77,15.89,1,0.075829,exit_a_not_accumulate
2022-06-17,2022-06-27,PLAY,34.49,34.95,10,0.013337,exit_a_not_accumulate
2022-05-12,2022-07-05,PDBC,18.87,16.93,54,-0.102809,exit_f_catastrophic
2022-06-28,2022-07-05,CNX,17.78,15.75,7,-0.114173,exit_f_catastrophic
2022-06-29,2022-07-06,RDVT,19.13,18.77,7,-0.018819,exit_a_not_accumulate
2022-07-06,2022-07-08,PFGC,46.48,47.45,2,0.020869,exit_a_not_accumulate
2022-06-28,2022-07-13,RARE,58.46,65.83,15,0.126069,exit_a_not_accumulate
2022-06-10,2022-07-14,TCI,40.0,41.07,34,0.02675,exit_a_not_accumulate
2022-06-23,2022-07-14,FET,19.25,17.17,21,-0.108052,exit_f_catastrophic
2022-07-05,2022-07-14,CNX,15.66,16.95,9,0.082375,exit_a_not_accumulate
2022-07-08,2022-07-18,INSW,18.65,21.21,10,0.137265,exit_a_not_accumulate
2022-07-11,2022-07-19,OII,10.09,10.22,8,0.012884,exit_a_not_accumulate
2022-07-14,2022-07-19,FET,17.24,18.87,5,0.094548,exit_a_not_accumulate
2022-07-15,2022-07-21,RGP,19.8,20.19,6,0.019697,exit_a_not_accumulate
2022-07-19,2022-07-22,NCNA,8350.0,8600.0,3,0.02994,exit_a_not_accumulate
2022-07-14,2022-07-25,NEWT,19.41,20.21,11,0.041216,exit_a_not_accumulate
2022-07-21,2022-07-25,SMCI,5.092,5.248,4,0.030636,exit_a_not_accumulate
2022-07-29,2022-08-03,CLW,35.27,41.51,5,0.176921,exit_a_not_accumulate
2022-06-13,2022-08-04,ADTN,18.05,23.1,52,0.279778,exit_a_not_accumulate
2022-08-03,2022-08-10,KE,21.75,21.62,7,-0.005977,exit_a_not_accumulate
2022-08-01,2022-08-12,NYT,31.52,33.74,11,0.070431,exit_a_not_accumulate
2022-08-10,2022-08-15,DXR,13.84,13.856,5,0.001156,exit_a_not_accumulate
2022-08-12,2022-08-23,SMCI,6.519,6.767,11,0.038043,exit_a_not_accumulate
2022-07-12,2022-08-25,NRP,38.1,44.355,44,0.164173,exit_a_not_accumulate
2022-08-10,2022-08-26,ADTN,24.17,24.34,16,0.007034,exit_a_not_accumulate
2022-08-15,2022-08-26,DLTH,10.03,8.99,11,-0.103689,exit_f_catastrophic
2022-08-16,2022-08-26,GSL,19.22,16.98,10,-0.116545,exit_f_catastrophic
2022-08-24,2022-08-26,MFIN,7.83,8.01,2,0.022989,exit_a_not_accumulate
2022-08-25,2022-08-30,SMCI,7.41,6.46,5,-0.128205,exit_f_catastrophic
2022-08-26,2022-08-31,GSL,16.86,18.56,5,0.10083,exit_a_not_accumulate
2022-08-30,2022-08-31,REX,14.155,15.15,1,0.070293,exit_a_not_accumulate
2022-08-25,2022-09-01,SCVL,24.95,23.38,7,-0.062926,exit_a_not_accumulate
2022-08-29,2022-09-01,EPM,7.4,6.58,3,-0.110811,exit_f_catastrophic
2022-08-29,2022-09-01,GNE,10.79,9.7,3,-0.101019,exit_f_catastrophic
2022-08-29,2022-09-02,VECO,22.18,19.73,4,-0.11046,exit_f_catastrophic
2022-08-18,2022-09-06,LEGH,18.54,16.33,19,-0.119202,exit_f_catastrophic
2022-08-18,2022-09-07,JILL,17.29,17.67,20,0.021978,exit_a_not_accumulate
2022-08-26,2022-09-07,FRO,11.93,12.05,12,0.010059,exit_a_not_accumulate
2022-09-02,2022-09-07,LMB,7.64,8.07,5,0.056283,exit_a_not_accumulate
2022-08-23,2022-09-08,KOS,6.88,6.12,16,-0.110465,exit_f_catastrophic
2022-09-02,2022-09-12,HP,44.98,46.83,10,0.041129,exit_a_not_accumulate
2022-09-01,2022-09-13,EPM,6.94,6.79,12,-0.021614,exit_a_not_accumulate
2022-09-06,2022-09-13,PDBC,16.77,17.3,7,0.031604,exit_a_not_accumulate
2022-07-25,2022-09-14,RARE,50.85,45.27,51,-0.109735,exit_f_catastrophic
2022-08-05,2022-09-14,QNST,11.54,11.23,40,-0.026863,exit_a_not_accumulate
2022-08-22,2022-09-14,HASI,39.87,39.85,23,-0.000502,exit_a_not_accumulate
2022-09-02,2022-09-14,QLD,22.595,22.54,12,-0.002434,exit_a_not_accumulate
2022-08-18,2022-09-20,LBRT,14.5,13.07,33,-0.098621,exit_a_not_accumulate
2022-09-13,2022-09-20,HP,45.1,41.83,7,-0.072506,exit_a_not_accumulate
2022-09-16,2022-09-21,STRS,28.73,24.965,5,-0.131048,exit_f_catastrophic
2022-09-08,2022-09-22,NMRK,10.24,9.14,14,-0.107422,exit_f_catastrophic
2022-09-08,2022-09-22,KOS,6.33,5.68,14,-0.102686,exit_f_catastrophic
2022-08-01,2022-09-23,CNX,16.51,14.78,53,-0.104785,exit_f_catastrophic
2022-09-22,2022-09-23,WNC,15.28,15.32,1,0.002618,exit_a_not_accumulate
2022-09-13,2022-09-26,TGS,7.8,6.82,13,-0.125641,exit_f_catastrophic
2022-09-19,2022-09-26,ULBI,5.15,4.69,7,-0.08932,exit_a_not_accumulate
2022-09-21,2022-09-26,LND,5.96,5.35,5,-0.102349,exit_f_catastrophic
2022-09-23,2022-09-26,CNX,14.64,14.8,3,0.010929,exit_a_not_accumulate
2022-09-26,2022-09-30,LND,5.46,5.6,4,0.025641,exit_a_not_accumulate
2022-09-14,2022-10-05,GNE,9.75,8.98,21,-0.078974,exit_a_not_accumulate
2022-10-04,2022-10-11,NMRK,8.8,8.5,7,-0.034091,exit_a_not_accumulate
2022-10-10,2022-10-12,TCI,39.93,40.6,2,0.016779,exit_a_not_accumulate
2022-10-10,2022-10-12,GDYN,15.47,13.84,2,-0.105365,exit_f_catastrophic
2022-10-11,2022-10-12,TIPT,10.51,10.65,1,0.013321,exit_a_not_accumulate
2022-10-25,2022-10-28,DVA,96.12,70.54,3,-0.266126,exit_f_catastrophic
2022-10-26,2022-10-31,NRP,42.01,42.5,5,0.011664,exit_a_not_accumulate
2022-10-25,2022-11-01,PRLB,39.58,38.62,7,-0.024255,exit_a_not_accumulate
2022-10-26,2022-11-02,ULBI,5.06,4.75,7,-0.061265,exit_a_not_accumulate
2022-10-18,2022-11-03,ALCO,28.93,30.67,16,0.060145,exit_a_not_accumulate
2022-10-28,2022-11-03,QLD,19.685,17.14,6,-0.129286,exit_f_catastrophic
2022-10-31,2022-11-03,SMCI,7.02,7.97,3,0.135328,exit_a_not_accumulate
2022-11-03,2022-11-07,BSVN,25.01,25.2688,4,0.010348,exit_a_not_accumulate
2022-11-01,2022-11-08,CRTO,25.56,23.98,7,-0.061815,exit_a_not_accumulate
2022-09-28,2022-11-10,GFF,29.07,33.88,43,0.165463,exit_a_not_accumulate
2022-10-03,2022-11-10,GCBC,29.1,34.92,38,0.2,exit_a_not_accumulate
2022-10-25,2022-11-10,YXI,47.28,42.04,16,-0.110829,exit_f_catastrophic
2022-11-03,2022-11-10,QLD,17.795,20.04,7,0.126159,exit_a_not_accumulate
2022-10-04,2022-11-11,APA,39.1,48.76,38,0.247059,exit_a_not_accumulate
2022-11-03,2022-11-11,CPRX,14.0696,14.65,8,0.041252,exit_a_not_accumulate
2022-11-04,2022-11-11,EDN,7.3,6.85,7,-0.061644,exit_a_not_accumulate
2022-11-04,2022-11-11,OXY,74.05,74.33,7,0.003781,exit_a_not_accumulate
2022-10-20,2022-11-17,RYAAY,24.46,29.772,28,0.217171,exit_a_not_accumulate
2022-11-11,2022-11-18,MBI,12.0,11.65,7,-0.029167,exit_a_not_accumulate
2022-11-11,2022-11-18,CSV,25.35,24.07,7,-0.050493,exit_a_not_accumulate
2022-11-18,2022-11-21,CLFD,117.86,119.92,3,0.017478,exit_a_not_accumulate
2022-11-03,2022-11-23,ARI,10.87,11.98,20,0.102116,exit_a_not_accumulate
2022-11-23,2022-11-25,MANU,20.0,21.21,2,0.0605,exit_a_not_accumulate
2022-11-22,2022-11-29,FN,129.13,127.21,7,-0.014869,exit_a_not_accumulate
2022-11-10,2022-11-30,YXI,40.38,36.1,20,-0.105993,exit_f_catastrophic
2022-11-21,2022-11-30,MOS,49.54,51.3,9,0.035527,exit_a_not_accumulate
2022-11-23,2022-11-30,VMD,7.19,7.34,7,0.020862,exit_a_not_accumulate
2022-11-14,2022-12-01,REX,15.895,17.425,17,0.096257,exit_a_not_accumulate
2022-11-29,2022-12-01,MEC,12.79,13.25,2,0.035966,exit_a_not_accumulate
2022-12-02,2022-12-05,AVXL,12.03,9.58,3,-0.203658,exit_f_catastrophic
2022-11-30,2022-12-06,VET,20.01,17.88,6,-0.106447,exit_f_catastrophic
2022-11-29,2022-12-07,DHT,10.0,8.85,8,-0.115,exit_f_catastrophic
2022-11-21,2022-12-08,UTI,7.4,7.19,17,-0.028378,exit_a_not_accumulate
2022-11-14,2022-12-09,APA,47.45,41.86,25,-0.117808,exit_f_catastrophic
2022-12-01,2022-12-12,CPHC,28.1,25.01,11,-0.109964,exit_f_catastrophic
2022-11-18,2022-12-16,ASC,14.85,14.83,28,-0.001347,exit_a_not_accumulate
2022-11-04,2022-12-19,DXC,27.78,25.97,45,-0.065155,exit_a_not_accumulate
2022-11-18,2022-12-20,SFM,32.87,33.31,32,0.013386,exit_a_not_accumulate
2022-12-14,2022-12-21,JILL,24.31,22.87,7,-0.059235,exit_a_not_accumulate
2022-12-16,2022-12-22,SCVL,23.2,23.52,6,0.013793,exit_a_not_accumulate
2022-12-16,2022-12-27,UTI,6.76,6.24,11,-0.076923,exit_a_not_accumulate
2022-10-18,2022-12-28,HRB,41.06,36.68,71,-0.106673,exit_f_catastrophic
2022-12-12,2022-12-28,CPHC,25.0,31.2,16,0.248,exit_a_not_accumulate
2022-12-22,2022-12-29,CMCL,12.36,12.66,7,0.024272,exit_a_not_accumulate
2022-12-12,2022-12-30,APEI,13.75,12.29,18,-0.106182,exit_f_catastrophic
2022-12-05,2023-01-03,FMAO,28.24,26.145,29,-0.074186,exit_a_not_accumulate
2022-12-06,2023-01-03,VET,17.88,15.32,28,-0.143177,exit_f_catastrophic
2022-12-27,2023-01-03,GCBC,29.475,29.15,7,-0.011026,exit_a_not_accumulate
2022-11-30,2023-01-04,YXI,36.46,31.48,35,-0.136588,exit_f_catastrophic
2022-12-09,2023-01-05,APA,42.3,41.76,27,-0.012766,exit_a_not_accumulate
2022-12-30,2023-01-10,AGYS,79.17,77.38,11,-0.02261,exit_a_not_accumulate
2023-01-04,2023-01-11,USAU,5.24,5.03,7,-0.040076,exit_a_not_accumulate
2022-12-30,2023-01-12,APEI,12.35,13.24,13,0.072065,exit_a_not_accumulate
2023-01-10,2023-01-12,FRO,13.77,13.84,2,0.005084,exit_a_not_accumulate
2023-01-11,2023-01-12,FID,15.99,16.09,1,0.006254,exit_a_not_accumulate
2023-01-10,2023-01-17,NCNA,7750.0,7950.0,7,0.025806,exit_a_not_accumulate
2022-09-27,2023-01-20,CNX,15.21,16.54,115,0.087442,exit_a_not_accumulate
2022-12-19,2023-01-23,CQQQ,41.79,49.76,35,0.190715,exit_a_not_accumulate
2022-12-20,2023-01-23,FXI,27.6,32.85,34,0.190217,exit_a_not_accumulate
2022-10-26,2023-01-25,XRX,9.7,11.6133,91,0.197247,exit_a_not_accumulate
2023-01-10,2023-01-27,MEXX,22.0,26.3426,17,0.197391,exit_a_not_accumulate
2022-12-27,2023-01-30,LVS,47.98,57.88,34,0.206336,exit_a_not_accumulate
2023-01-23,2023-01-30,ALCO,27.39,25.87,7,-0.055495,exit_a_not_accumulate
2023-01-25,2023-01-31,GCBC,23.25,24.475,6,0.052688,exit_a_not_accumulate
2022-12-27,2023-02-02,MBI,12.51,12.99,37,0.038369,exit_a_not_accumulate
2022-11-22,2023-02-03,ATMP,19.88,19.6624,73,-0.010946,exit_a_not_accumulate
2023-02-03,2023-02-06,SOCL,37.38,37.44,3,0.001605,exit_a_not_accumulate
2023-01-19,2023-02-07,CRESY,6.2641,6.245,19,-0.003049,exit_a_not_accumulate
2023-02-01,2023-02-08,VSAT,35.45,29.84,7,-0.158251,exit_f_catastrophic
2023-02-02,2023-02-08,EDN,8.98,9.0,6,0.002227,exit_a_not_accumulate
2023-02-07,2023-02-08,BV,6.51,7.06,1,0.084485,exit_a_not_accumulate
2023-02-08,2023-02-09,VSAT,30.02,30.31,1,0.00966,exit_a_not_accumulate
2022-12-07,2023-02-10,DHT,9.0,10.38,65,0.153333,exit_a_not_accumulate
2023-01-30,2023-02-13,FORM,27.67,31.9,14,0.152873,exit_a_not_accumulate
2023-02-08,2023-02-15,THRM,74.33,72.04,7,-0.030809,exit_a_not_accumulate
2023-01-25,2023-02-16,TCX,34.71,33.17,22,-0.044368,exit_a_not_accumulate
2023-02-07,2023-02-16,LYTS,13.8,14.56,9,0.055072,exit_a_not_accumulate
2023-01-26,2023-02-17,CQQQ,51.0,45.55,22,-0.106863,exit_f_catastrophic
2023-02-08,2023-02-21,HASI,36.04,32.09,13,-0.1096,exit_f_catastrophic
2023-01-20,2023-02-22,INTT,13.1,14.98,33,0.143511,exit_a_not_accumulate
2023-01-27,2023-02-22,FXI,32.21,28.94,26,-0.101521,exit_f_catastrophic
2023-02-13,2023-02-22,LTRX,5.58,5.02,9,-0.100358,exit_f_catastrophic
2023-02-22,2023-02-23,NHTC,5.2,5.74,1,0.103846,exit_a_not_accumulate
2023-02-09,2023-02-27,SCVL,27.17,26.71,18,-0.01693,exit_a_not_accumulate
2023-02-21,2023-02-28,OXY,59.24,58.56,7,-0.011479,exit_a_not_accumulate
2023-02-21,2023-02-28,HASI,32.02,31.41,7,-0.019051,exit_a_not_accumulate
2023-02-03,2023-03-01,DT,46.89,42.19,26,-0.100235,exit_f_catastrophic
2023-02-01,2023-03-02,AMPH,30.61,37.0,29,0.208755,exit_a_not_accumulate
2023-02-28,2023-03-02,FRD,11.89,12.25,2,0.030278,exit_a_not_accumulate
2023-01-27,2023-03-03,TENB,39.37,45.05,35,0.144272,exit_a_not_accumulate
2023-02-22,2023-03-06,ASYS,9.5,9.62,12,0.012632,exit_a_not_accumulate
2023-03-03,2023-03-06,PFGC,57.83,57.9,3,0.00121,exit_a_not_accumulate
2023-02-13,2023-03-07,CRESY,6.562,7.2825,22,0.109799,exit_a_not_accumulate
2023-03-07,2023-03-08,PFGC,56.39,56.91,1,0.009221,exit_a_not_accumulate
2023-01-30,2023-03-09,ARI,11.94,10.54,38,-0.117253,exit_f_catastrophic
2023-02-27,2023-03-09,HDSN,10.12,8.59,10,-0.151186,exit_f_catastrophic
2023-02-27,2023-03-10,LYTS,15.34,13.59,11,-0.114081,exit_f_catastrophic
2023-03-08,2023-03-10,CRESY,7.2537,6.5139,2,-0.101989,exit_f_catastrophic
2023-01-23,2023-03-13,GLP,34.0,30.51,49,-0.102647,exit_f_catastrophic
2023-01-27,2023-03-13,SGC,11.41,10.15,45,-0.110429,exit_f_catastrophic
2023-02-02,2023-03-13,XRX,11.1467,9.9733,39,-0.105269,exit_f_catastrophic
2023-02-28,2023-03-13,FXI,29.26,27.54,13,-0.058783,exit_a_not_accumulate
2023-03-10,2023-03-13,CNTY,6.83,7.25,3,0.061493,exit_a_not_accumulate
2023-02-17,2023-03-15,CQQQ,44.73,42.78,26,-0.043595,exit_a_not_accumulate
2022-12-22,2023-03-17,LEGH,17.88,21.46,85,0.200224,exit_a_not_accumulate
2023-03-01,2023-03-17,DT,41.92,38.76,16,-0.075382,exit_a_not_accumulate
2023-02-28,2023-03-20,PBR,10.88,9.77,20,-0.102022,exit_f_catastrophic
2023-03-14,2023-03-21,LCUT,5.52,5.9,7,0.068841,exit_a_not_accumulate
2023-02-27,2023-03-22,Z,41.93,41.95,23,0.000477,exit_a_not_accumulate
2023-03-02,2023-03-22,ELA,7.32,6.52,20,-0.10929,exit_f_catastrophic
2023-03-15,2023-03-22,NSYS,12.76,11.1813,7,-0.123723,exit_f_catastrophic
2023-02-07,2023-03-24,NVGS,13.14,13.34,45,0.015221,exit_a_not_accumulate
2023-02-22,2023-03-24,YELP,30.68,30.04,30,-0.02086,exit_a_not_accumulate
2023-03-28,2023-03-29,VNCE,6.98,7.01,1,0.004298,exit_a_not_accumulate
2023-03-20,2023-03-30,PBR,9.91,10.53,10,0.062563,exit_a_not_accumulate
2023-03-13,2023-03-31,MCRI,71.63,74.15,18,0.035181,exit_a_not_accumulate
2023-03-17,2023-03-31,OXY,58.51,62.43,14,0.066997,exit_a_not_accumulate
2023-02-21,2023-04-04,CSV,32.94,29.09,42,-0.116879,exit_f_catastrophic
2023-03-03,2023-04-11,SFM,33.89,34.44,39,0.016229,exit_a_not_accumulate
2023-02-03,2023-04-14,DHCNI,12.37,11.0,70,-0.110752,exit_f_catastrophic
2023-02-13,2023-04-25,FLGT,32.98,28.9,71,-0.123711,exit_f_catastrophic
2023-03-31,2023-04-25,TENB,46.93,36.71,25,-0.217771,exit_f_catastrophic
2023-04-11,2023-04-25,LILAK,8.98,7.97,14,-0.112472,exit_f_catastrophic
2023-03-24,2023-04-27,WILC,14.0,12.8,34,-0.085714,exit_a_not_accumulate
2023-04-20,2023-04-27,FRD,11.87,11.13,7,-0.062342,exit_a_not_accumulate
2023-04-20,2023-04-27,MCRI,72.78,69.16,7,-0.049739,exit_a_not_accumulate
2023-03-13,2023-05-02,SBS,9.5995,8.6299,50,-0.101005,exit_f_catastrophic
2023-03-15,2023-05-02,MD,13.83,14.74,48,0.065799,exit_a_not_accumulate
2023-04-26,2023-05-02,AMRC,41.65,44.87,6,0.077311,exit_a_not_accumulate
2023-04-05,2023-05-03,ARKF,17.69,16.97,28,-0.040701,exit_a_not_accumulate
2023-04-04,2023-05-04,TQQQ,13.735,13.29,30,-0.032399,exit_a_not_accumulate
2023-04-25,2023-05-04,LILAK,7.95,8.15,9,0.025157,exit_a_not_accumulate
2023-05-02,2023-05-04,Z,42.76,46.62,2,0.090271,exit_a_not_accumulate
2023-04-28,2023-05-05,HDSN,7.74,8.15,7,0.052972,exit_a_not_accumulate
2023-05-04,2023-05-05,FET,21.0,21.69,1,0.032857,exit_a_not_accumulate
2022-12-08,2023-05-09,VRRM,14.43,17.29,152,0.198198,exit_a_not_accumulate
2023-04-21,2023-05-10,REX,14.27,14.315,19,0.003153,exit_a_not_accumulate
2023-05-09,2023-05-10,INSW,38.11,39.22,1,0.029126,exit_a_not_accumulate
2023-05-01,2023-05-11,ZG,42.74,45.02,10,0.053346,exit_a_not_accumulate
2023-05-05,2023-05-11,TQQQ,14.05,14.515,6,0.033096,exit_a_not_accumulate
2023-05-10,2023-05-11,VRRM,17.2,17.41,1,0.012209,exit_a_not_accumulate
2023-05-05,2023-05-12,OXY,60.62,58.09,7,-0.041735,exit_a_not_accumulate
2023-05-05,2023-05-15,Z,48.38,45.62,10,-0.057048,exit_a_not_accumulate
2023-05-08,2023-05-15,IP,32.14,31.82,7,-0.009956,exit_a_not_accumulate
2023-05-09,2023-05-15,ATMP,18.86,19.1541,6,0.015594,exit_a_not_accumulate
2023-04-21,2023-05-16,STRS,21.09,18.91,25,-0.103367,exit_f_catastrophic
2023-05-01,2023-05-16,NVDA,28.68,29.213,15,0.018584,exit_a_not_accumulate
2023-05-09,2023-05-16,GLNG,22.04,21.57,7,-0.021325,exit_a_not_accumulate
2023-05-09,2023-05-16,APA,33.3,31.63,7,-0.05015,exit_a_not_accumulate
2023-05-11,2023-05-16,MTRX,5.44,5.88,5,0.080882,exit_a_not_accumulate
2023-05-16,2023-05-17,Z,45.11,45.68,1,0.012636,exit_a_not_accumulate
2023-05-15,2023-05-19,TAYD,21.25,18.95,4,-0.108235,exit_f_catastrophic
2023-05-18,2023-05-19,Z,45.38,45.39,1,0.00022,exit_a_not_accumulate
2023-05-11,2023-05-22,RDVT,17.41,22.55,11,0.295233,exit_a_not_accumulate
2023-05-15,2023-05-22,NFE,29.14,28.17,7,-0.033288,exit_a_not_accumulate
2023-05-18,2023-05-22,ZG,44.53,44.59,4,0.001347,exit_a_not_accumulate
2023-05-02,2023-05-23,SBS,8.5911,9.9001,21,0.152367,exit_a_not_accumulate
2023-05-22,2023-05-23,CLRO,31.2,31.2,1,0.0,exit_a_not_accumulate
2023-05-22,2023-05-25,Z,45.26,45.29,3,0.000663,exit_a_not_accumulate
2023-05-22,2023-05-26,DXR,9.69,9.85,4,0.016512,exit_a_not_accumulate
2023-03-24,2023-05-30,EGO,9.59,10.28,67,0.07195,exit_a_not_accumulate
2023-05-08,2023-05-31,OFIX,18.34,18.69,23,0.019084,exit_a_not_accumulate
2023-05-12,2023-06-01,SFM,37.21,32.78,20,-0.119054,exit_f_catastrophic
2023-05-25,2023-06-01,CAL,18.38,17.84,7,-0.02938,exit_a_not_accumulate
2023-06-01,2023-06-02,SFM,32.78,33.06,1,0.008542,exit_a_not_accumulate
2023-03-14,2023-06-09,CASH,41.24,49.77,87,0.206838,exit_a_not_accumulate
2023-06-06,2023-06-12,VSTM,11.38,9.89,6,-0.130931,exit_f_catastrophic
2023-03-22,2023-06-14,ELA,6.61,7.47,84,0.130106,exit_a_not_accumulate
2023-06-05,2023-06-14,PERI,30.47,34.19,9,0.122087,exit_a_not_accumulate
2023-06-09,2023-06-15,ALTG,15.5,16.68,6,0.076129,exit_a_not_accumulate
2023-06-13,2023-06-15,GSL,19.17,19.2,2,0.001565,exit_a_not_accumulate
2023-06-06,2023-06-16,MCFT,29.06,29.6,10,0.018582,exit_a_not_accumulate
2023-06-16,2023-06-20,INSE,14.45,14.46,4,0.000692,exit_a_not_accumulate
2023-06-14,2023-06-21,HDSN,9.53,9.5,7,-0.003148,exit_a_not_accumulate
2023-05-16,2023-06-22,STRS,19.4,25.52,37,0.315464,exit_a_not_accumulate
2023-06-01,2023-06-22,GFI,15.93,14.26,21,-0.104834,exit_f_catastrophic
2023-05-10,2023-06-23,FORM,28.56,29.93,44,0.047969,exit_a_not_accumulate
2023-06-13,2023-06-23,CASH,50.5,44.94,10,-0.110099,exit_f_catastrophic
2023-06-21,2023-06-23,CPHC,22.91,23.04,2,0.005674,exit_a_not_accumulate
2023-06-22,2023-06-26,MARPS,6.25,5.12,4,-0.1808,exit_f_catastrophic
2023-06-21,2023-06-27,EDN,14.65,15.11,6,0.031399,exit_a_not_accumulate
2023-06-20,2023-06-28,AMRC,45.5,47.43,8,0.042418,exit_a_not_accumulate
2023-06-21,2023-06-28,AMTB,18.81,17.91,7,-0.047847,exit_a_not_accumulate
2023-04-28,2023-06-30,ALLY,26.33,27.01,63,0.025826,exit_a_not_accumulate
2023-06-21,2023-06-30,CMT,20.14,22.75,9,0.129593,exit_a_not_accumulate
2023-06-27,2023-07-07,BBAR,6.06,5.92,10,-0.023102,exit_a_not_accumulate
2023-07-06,2023-07-07,XRX,9.8133,10.0667,1,0.025822,exit_a_not_accumulate
2023-07-03,2023-07-10,FORM,33.57,32.48,7,-0.032469,exit_a_not_accumulate
2023-07-07,2023-07-10,VET,12.95,13.19,3,0.018533,exit_a_not_accumulate
2023-06-27,2023-07-11,MD,13.7,13.82,14,0.008759,exit_a_not_accumulate
2023-06-29,2023-07-11,NVGS,12.85,13.56,12,0.055253,exit_a_not_accumulate
2023-07-06,2023-07-11,ELA,7.66,7.75,5,0.011749,exit_a_not_accumulate
2023-07-10,2023-07-11,IOVA,7.82,7.93,1,0.014066,exit_a_not_accumulate
2023-07-10,2023-07-13,AMTB,18.16,19.06,3,0.049559,exit_a_not_accumulate
2023-07-11,2023-07-13,AAOI,10.32,10.66,2,0.032946,exit_a_not_accumulate
2023-07-10,2023-07-17,RELL,15.55,15.51,7,-0.002572,exit_a_not_accumulate
2023-07-12,2023-07-17,MYFW,18.58,18.85,5,0.014532,exit_a_not_accumulate
2023-07-14,2023-07-17,EDN,15.32,16.87,3,0.101175,exit_a_not_accumulate
2023-07-14,2023-07-18,AMTB,18.34,19.19,4,0.046347,exit_a_not_accumulate
2023-05-12,2023-07-20,VIR,24.74,12.7,69,-0.486661,exit_f_catastrophic
2023-07-13,2023-07-20,BBAR,6.03,5.89,7,-0.023217,exit_a_not_accumulate
2023-06-28,2023-07-25,RCMT,18.37,19.6,27,0.066957,exit_a_not_accumulate
2023-07-24,2023-07-26,VTOL,29.44,30.44,2,0.033967,exit_a_not_accumulate
2023-07-24,2023-07-26,BBAR,5.95,6.03,2,0.013445,exit_a_not_accumulate
2023-06-23,2023-07-27,CASH,45.06,53.03,34,0.176875,exit_a_not_accumulate
2023-06-29,2023-07-27,HDSN,9.86,8.71,28,-0.116633,exit_f_catastrophic
2023-07-21,2023-07-28,TRIB,5.0,4.9155,7,-0.0169,exit_a_not_accumulate
2023-07-26,2023-07-28,CAL,27.0,27.17,2,0.006296,exit_a_not_accumulate
2023-06-15,2023-07-31,TGS,12.46,12.4,46,-0.004815,exit_a_not_accumulate
2023-07-31,2023-08-01,LAUR,12.79,13.0,1,0.016419,exit_a_not_accumulate
2023-06-06,2023-08-02,CSTM,16.54,18.35,57,0.109432,exit_a_not_accumulate
2023-06-22,2023-08-02,GFI,14.44,13.34,41,-0.076177,exit_a_not_accumulate
2023-06-29,2023-08-02,LMAT,67.42,64.7,34,-0.040344,exit_a_not_accumulate
2023-08-01,2023-08-02,TTI,5.08,5.08,1,0.0,exit_a_not_accumulate
2023-07-19,2023-08-03,TRTX,7.55,7.09,15,-0.060927,exit_a_not_accumulate
2023-08-02,2023-08-03,CLMT,15.85,16.01,1,0.010095,exit_a_not_accumulate
2023-06-30,2023-08-04,PRLB,34.95,30.63,35,-0.123605,exit_f_catastrophic
2023-07-21,2023-08-04,EVH,31.11,29.78,14,-0.042752,exit_a_not_accumulate
2023-08-03,2023-08-04,TWI,11.39,11.68,1,0.025461,exit_a_not_accumulate
2023-05-19,2023-08-07,TAYD,19.5501,22.44,80,0.14782,exit_a_not_accumulate
2023-07-14,2023-08-07,WMG,28.87,30.57,24,0.058885,exit_a_not_accumulate
2023-08-03,2023-08-07,PERI,35.08,35.89,4,0.02309,exit_a_not_accumulate
2023-08-04,2023-08-07,CLMT,15.52,15.7,3,0.011598,exit_a_not_accumulate
2023-08-04,2023-08-07,OSUR,5.9,6.4,3,0.084746,exit_a_not_accumulate
2023-08-04,2023-08-07,APA,41.92,42.17,3,0.005964,exit_a_not_accumulate
2023-07-11,2023-08-08,DVA,103.81,110.79,28,0.067238,exit_a_not_accumulate
2023-07-31,2023-08-08,CSV,32.29,31.1,8,-0.036854,exit_a_not_accumulate
