symbol,side,entry_time,exit_time,entry_price,exit_price,forward_return,holding_bars,entry_regime,exit_regime,entry_S_UF,exit_S_UF,entry_D,exit_D
A,LONG,2025-04-10T04:00:00+00:00,2025-12-12T05:00:00+00:00,99.950000,139.680000,0.39749875,170,TRANSITIONAL,TRANSITIONAL,0.750000,0.750000,1.000000,1.000000
AAPL,LONG,2025-04-09T04:00:00+00:00,2025-04-10T04:00:00+00:00,198.850000,190.420000,-0.04239376,1,TRANSITIONAL,TRANSITIONAL,0.750000,0.500000,1.000000,-1.000000
AAPL,SHORT,2025-04-11T04:00:00+00:00,2025-12-12T05:00:00+00:00,198.150000,278.280000,0.40439061,169,TRANSITIONAL,TRANSITIONAL,0.500000,0.500000,-1.000000,-1.000000
ABBV,LONG,2024-11-12T05:00:00+00:00,2025-12-12T05:00:00+00:00,171.090000,223.320000,0.30527792,271,TRANSITIONAL,TRANSITIONAL,0.750000,0.750000,1.000000,1.000000
ABNB,LONG,2021-01-21T05:00:00+00:00,2021-01-22T05:00:00+00:00,180.400000,181.870000,0.00814856,1,TRANSITIONAL,TRANSITIONAL,0.750000,0.500000,1.000000,-1.000000
ABNB,SHORT,2021-01-25T05:00:00+00:00,2021-02-25T05:00:00+00:00,177.530000,182.060000,0.02551681,22,TRANSITIONAL,TRANSITIONAL,0.500000,0.375000,-1.000000,1.000000
ABNB,SHORT,2021-02-26T05:00:00+00:00,2021-04-08T04:00:00+00:00,206.350000,180.180000,-0.12682336,28,TRANSITIONAL,TRANSITIONAL,0.500000,0.250000,-1.000000,1.000000
ABNB,SHORT,2022-03-28T04:00:00+00:00,2022-03-30T04:00:00+00:00,167.650000,173.630000,0.03566955,2,TRANSITIONAL,TRANSITIONAL,0.333333,0.166667,-1.000000,-1.000000
ABNB,SHORT,2022-12-21T05:00:00+00:00,2022-12-27T05:00:00+00:00,87.070000,83.490000,-0.04111634,3,TRANSITIONAL,TRANSITIONAL,0.321429,0.214286,-1.000000,-1.000000
ABNB,LONG,2023-02-16T05:00:00+00:00,2023-02-17T05:00:00+00:00,139.420000,131.600000,-0.05608951,1,TRANSITIONAL,TRANSITIONAL,0.300000,0.200000,1.000000,1.000000
ABNB,LONG,2024-07-01T04:00:00+00:00,2024-07-09T04:00:00+00:00,151.630000,152.450000,0.00540790,5,TRANSITIONAL,TRANSITIONAL,0.312500,0.281250,1.000000,1.000000
ABNB,LONG,2024-08-05T04:00:00+00:00,2024-08-07T04:00:00+00:00,125.310000,113.010000,-0.09815657,2,TRANSITIONAL,TRANSITIONAL,0.343750,0.205882,1.000000,-1.000000
ABNB,LONG,2025-10-13T04:00:00+00:00,2025-10-23T04:00:00+00:00,118.860000,127.350000,0.07142857,8,TRANSITIONAL,TRANSITIONAL,0.309524,0.285714,1.000000,1.000000
ABT,LONG,2021-06-02T04:00:00+00:00,2025-07-18T04:00:00+00:00,106.900000,123.670000,0.15687558,1036,TRANSITIONAL,TRANSITIONAL,0.750000,0.500000,1.000000,-1.000000
ABT,SHORT,2025-07-21T04:00:00+00:00,2025-12-12T05:00:00+00:00,124.420000,125.460000,0.00835878,102,TRANSITIONAL,TRANSITIONAL,0.500000,0.500000,-1.000000,-1.000000
ADBE,LONG,2021-12-17T05:00:00+00:00,2022-07-01T04:00:00+00:00,556.640000,368.480000,-0.33802817,134,TRANSITIONAL,TRANSITIONAL,0.750000,0.500000,1.000000,-1.000000
ADBE,SHORT,2022-07-05T04:00:00+00:00,2022-09-15T04:00:00+00:00,376.490000,309.130000,-0.17891577,51,TRANSITIONAL,TRANSITIONAL,0.500000,0.500000,-1.000000,1.000000
ADBE,SHORT,2022-09-16T04:00:00+00:00,2024-06-17T04:00:00+00:00,299.500000,518.740000,0.73202003,439,TRANSITIONAL,TRANSITIONAL,0.400000,0.357143,-1.000000,1.000000
ADBE,LONG,2024-06-18T04:00:00+00:00,2024-08-02T04:00:00+00:00,522.250000,526.170000,0.00750598,31,TRANSITIONAL,TRANSITIONAL,0.357143,0.285714,1.000000,1.000000
ADBE,SHORT,2024-09-20T04:00:00+00:00,2024-12-13T05:00:00+00:00,522.300000,465.690000,-0.10838599,59,TRANSITIONAL,TRANSITIONAL,0.357143,0.375000,-1.000000,1.000000
ADBE,LONG,2024-12-16T05:00:00+00:00,2025-06-09T04:00:00+00:00,461.530000,416.260000,-0.09808680,118,TRANSITIONAL,TRANSITIONAL,0.375000,0.444444,1.000000,0.000000
ADBE,SHORT,2025-06-10T04:00:00+00:00,2025-08-18T04:00:00+00:00,416.060000,357.240000,-0.14137384,47,TRANSITIONAL,TRANSITIONAL,0.333333,0.277778,-1.000000,-1.000000
ADI,LONG,2024-05-23T04:00:00+00:00,2025-04-09T04:00:00+00:00,234.560000,196.630000,-0.16170703,219,TRANSITIONAL,TRANSITIONAL,0.750000,0.375000,1.000000,-1.000000
ADI,SHORT,2025-04-10T04:00:00+00:00,2025-12-12T05:00:00+00:00,178.360000,279.320000,0.56604620,170,TRANSITIONAL,TRANSITIONAL,0.400000,0.400000,-1.000000,-1.000000
ADM,SHORT,2024-01-22T05:00:00+00:00,2025-12-12T05:00:00+00:00,51.690000,60.010000,0.16095957,476,TRANSITIONAL,TRANSITIONAL,0.833333,0.833333,-1.000000,-1.000000
ADSK,LONG,2021-08-27T04:00:00+00:00,2022-02-15T05:00:00+00:00,315.640000,233.380000,-0.26061336,118,TRANSITIONAL,TRANSITIONAL,0.750000,0.666667,1.000000,-1.000000
ADSK,SHORT,2022-02-16T05:00:00+00:00,2022-05-31T04:00:00+00:00,233.740000,207.750000,-0.11119192,71,TRANSITIONAL,TRANSITIONAL,0.666667,0.500000,-1.000000,1.000000
ADSK,LONG,2022-06-01T04:00:00+00:00,2022-11-10T05:00:00+00:00,207.380000,222.960000,0.07512778,113,TRANSITIONAL,TRANSITIONAL,0.500000,0.500000,1.000000,-1.000000
ADSK,LONG,2022-11-11T05:00:00+00:00,2023-06-05T04:00:00+00:00,228.800000,208.430000,-0.08902972,139,TRANSITIONAL,TRANSITIONAL,0.500000,0.416667,1.000000,-1.000000
ADSK,SHORT,2023-06-06T04:00:00+00:00,2023-10-27T04:00:00+00:00,208.010000,195.150000,-0.06182395,100,TRANSITIONAL,TRANSITIONAL,0.416667,0.416667,-1.000000,1.000000
ADSK,LONG,2023-10-30T04:00:00+00:00,2025-04-10T04:00:00+00:00,197.790000,256.920000,0.29895344,362,TRANSITIONAL,TRANSITIONAL,0.416667,0.357143,1.000000,-1.000000
ADSK,SHORT,2025-04-11T04:00:00+00:00,2025-12-12T05:00:00+00:00,258.450000,297.640000,0.15163475,169,TRANSITIONAL,TRANSITIONAL,0.357143,0.357143,-1.000000,-1.000000
AES,LONG,2021-01-28T05:00:00+00:00,2024-07-16T04:00:00+00:00,24.550000,17.650000,-0.28105906,870,TRANSITIONAL,TRANSITIONAL,0.750000,0.500000,1.000000,-1.000000
AES,SHORT,2024-07-17T04:00:00+00:00,2024-11-04T05:00:00+00:00,16.890000,15.230000,-0.09828301,77,TRANSITIONAL,TRANSITIONAL,0.500000,0.375000,-1.000000,1.000000
AES,LONG,2024-11-05T05:00:00+00:00,2025-02-14T05:00:00+00:00,15.510000,9.930000,-0.35976789,68,TRANSITIONAL,TRANSITIONAL,0.375000,0.625000,1.000000,0.000000
AES,SHORT,2025-02-20T05:00:00+00:00,2025-02-28T05:00:00+00:00,10.670000,11.590000,0.08622306,6,TRANSITIONAL,TRANSITIONAL,0.500000,0.400000,-1.000000,1.000000
AES,SHORT,2025-03-03T05:00:00+00:00,2025-04-10T04:00:00+00:00,11.190000,10.300000,-0.07953530,28,TRANSITIONAL,TRANSITIONAL,0.333333,0.285714,-1.000000,1.000000
AES,SHORT,2025-06-09T04:00:00+00:00,2025-07-09T04:00:00+00:00,10.880000,13.260000,0.21875000,20,TRANSITIONAL,TRANSITIONAL,0.357143,0.312500,-1.000000,1.000000
AFL,LONG,2024-02-02T05:00:00+00:00,2025-12-12T05:00:00+00:00,76.820000,110.050000,0.43256964,467,TRANSITIONAL,TRANSITIONAL,0.750000,0.750000,1.000000,1.000000
AIZ,LONG,2022-08-04T04:00:00+00:00,2025-02-03T05:00:00+00:00,156.240000,212.440000,0.35970302,626,TRANSITIONAL,TRANSITIONAL,0.750000,0.500000,1.000000,-1.000000
AIZ,SHORT,2025-02-04T05:00:00+00:00,2025-08-07T04:00:00+00:00,212.200000,201.810000,-0.04896324,127,TRANSITIONAL,TRANSITIONAL,0.500000,0.625000,-1.000000,1.000000
AIZ,LONG,2025-08-08T04:00:00+00:00,2025-12-12T05:00:00+00:00,203.270000,229.300000,0.12805628,88,TRANSITIONAL,TRANSITIONAL,0.625000,0.625000,1.000000,1.000000
AKAM,LONG,2023-02-16T05:00:00+00:00,2024-11-08T05:00:00+00:00,77.070000,89.370000,0.15959517,435,TRANSITIONAL,TRANSITIONAL,0.750000,0.500000,1.000000,-1.000000
AKAM,LONG,2024-11-11T05:00:00+00:00,2025-01-03T05:00:00+00:00,91.070000,93.560000,0.02734161,36,TRANSITIONAL,TRANSITIONAL,0.600000,0.700000,1.000000,0.000000
AKAM,SHORT,2025-01-06T05:00:00+00:00,2025-02-21T05:00:00+00:00,93.390000,76.730000,-0.17839169,31,TRANSITIONAL,TRANSITIONAL,0.500000,0.285714,-1.000000,-1.000000
ALB,LONG,2021-02-19T05:00:00+00:00,2021-06-23T04:00:00+00:00,156.170000,163.670000,0.04802459,86,TRANSITIONAL,TRANSITIONAL,0.750000,0.500000,1.000000,-1.000000
ALB,SHORT,2021-06-24T04:00:00+00:00,2021-07-22T04:00:00+00:00,165.970000,192.760000,0.16141471,19,TRANSITIONAL,TRANSITIONAL,0.500000,0.666667,-1.000000,1.000000
ALB,LONG,2021-07-23T04:00:00+00:00,2022-02-17T05:00:00+00:00,190.350000,197.020000,0.03504071,145,TRANSITIONAL,TRANSITIONAL,0.666667,0.500000,1.000000,-1.000000
ALB,SHORT,2022-02-18T05:00:00+00:00,2022-06-02T04:00:00+00:00,190.760000,251.290000,0.31730971,71,TRANSITIONAL,STABLE,0.500000,0.416667,-1.000000,1.000000
ALB,LONG,2022-06-03T04:00:00+00:00,2023-04-24T04:00:00+00:00,250.760000,183.960000,-0.26639017,222,STABLE,STABLE,0.416667,0.357143,1.000000,-1.000000
ALB,SHORT,2023-04-25T04:00:00+00:00,2024-06-27T04:00:00+00:00,176.660000,96.270000,-0.45505491,295,STABLE,STABLE,0.357143,0.350000,-1.000000,1.000000
ALB,LONG,2024-06-28T04:00:00+00:00,2024-07-17T04:00:00+00:00,95.520000,95.080000,-0.00460637,12,STABLE,STABLE,0.350000,0.318182,1.000000,-1.000000
ALB,SHORT,2024-07-18T04:00:00+00:00,2024-08-15T04:00:00+00:00,93.810000,79.140000,-0.15637992,20,STABLE,STABLE,0.318182,0.291667,-1.000000,1.000000
ALB,LONG,2024-09-12T04:00:00+00:00,2024-09-24T04:00:00+00:00,88.500000,90.460000,0.02214689,8,TRANSITIONAL,TRANSITIONAL,0.307692,0.346154,1.000000,0.000000
ALB,SHORT,2025-07-21T04:00:00+00:00,2025-07-23T04:00:00+00:00,77.150000,78.790000,0.02125729,2,STABLE,STABLE,0.342105,0.275000,-1.000000,1.000000
ALB,LONG,2025-10-27T04:00:00+00:00,2025-10-31T04:00:00+00:00,96.230000,98.230000,0.02078354,4,STABLE,STABLE,0.304348,0.282609,1.000000,-1.000000
ALB,SHORT,2025-11-14T05:00:00+00:00,2025-11-25T05:00:00+00:00,115.140000,125.260000,0.08789300,7,STABLE,STABLE,0.333333,0.291667,-1.000000,-1.000000
ALGN,LONG,2021-02-05T05:00:00+00:00,2022-04-29T04:00:00+00:00,620.450000,289.910000,-0.53274236,310,TRANSITIONAL,TRANSITIONAL,0.750000,0.500000,1.000000,-1.000000
ALGN,SHORT,2022-05-02T04:00:00+00:00,2022-11-14T05:00:00+00:00,308.880000,210.330000,-0.31905594,136,TRANSITIONAL,TRANSITIONAL,0.500000,0.250000,-1.000000,1.000000
ALGN,SHORT,2022-12-20T05:00:00+00:00,2023-02-02T05:00:00+00:00,200.750000,359.880000,0.79267746,29,TRANSITIONAL,TRANSITIONAL,0.333333,0.250000,-1.000000,-1.000000
ALL,LONG,2022-10-21T04:00:00+00:00,2025-12-12T05:00:00+00:00,120.080000,207.180000,0.72534977,788,TRANSITIONAL,TRANSITIONAL,0.750000,0.750000,1.000000,1.000000
ALLE,LONG,2025-04-25T04:00:00+00:00,2025-12-12T05:00:00+00:00,136.490000,160.830000,0.17832808,160,TRANSITIONAL,TRANSITIONAL,0.750000,0.750000,1.000000,1.000000
AMAT,LONG,2021-03-09T05:00:00+00:00,2022-01-18T05:00:00+00:00,114.220000,152.360000,0.33391700,218,TRANSITIONAL,TRANSITIONAL,0.750000,0.500000,1.000000,-1.000000
AMAT,SHORT,2022-01-19T05:00:00+00:00,2022-08-10T04:00:00+00:00,143.070000,105.050000,-0.26574404,140,TRANSITIONAL,TRANSITIONAL,0.500000,0.375000,-1.000000,1.000000
AMAT,LONG,2022-08-11T04:00:00+00:00,2023-02-07T05:00:00+00:00,105.530000,120.520000,0.14204492,123,TRANSITIONAL,TRANSITIONAL,0.375000,0.500000,1.000000,-1.000000
AMAT,SHORT,2023-02-08T05:00:00+00:00,2023-03-07T05:00:00+00:00,115.950000,116.370000,0.00362225,18,TRANSITIONAL,TRANSITIONAL,0.500000,0.375000,-1.000000,1.000000
AMAT,LONG,2023-03-08T05:00:00+00:00,2024-07-18T04:00:00+00:00,118.650000,217.650000,0.83438685,342,TRANSITIONAL,TRANSITIONAL,0.375000,0.300000,1.000000,-1.000000
AMAT,SHORT,2024-07-19T04:00:00+00:00,2024-08-01T04:00:00+00:00,210.260000,196.300000,-0.06639399,9,TRANSITIONAL,TRANSITIONAL,0.300000,0.250000,-1.000000,1.000000
AMAT,SHORT,2024-09-09T04:00:00+00:00,2024-11-18T05:00:00+00:00,177.550000,170.730000,-0.03841172,50,TRANSITIONAL,TRANSITIONAL,0.333333,0.285714,-1.000000,1.000000
AMAT,SHORT,2025-03-21T04:00:00+00:00,2025-04-09T04:00:00+00:00,152.120000,149.730000,-0.01571128,13,TRANSITIONAL,TRANSITIONAL,0.357143,0.312500,-1.000000,1.000000
AMAT,SHORT,2025-04-11T04:00:00+00:00,2025-08-18T04:00:00+00:00,144.940000,163.530000,0.12825997,87,TRANSITIONAL,TRANSITIONAL,0.300000,0.272727,-1.000000,1.000000
AMAT,SHORT,2025-10-23T04:00:00+00:00,2025-12-12T05:00:00+00:00,228.470000,259.210000,0.13454721,35,TRANSITIONAL,TRANSITIONAL,0.318182,0.318182,-1.000000,-1.000000
AMCR,LONG,2022-05-05T04:00:00+00:00,2025-08-15T04:00:00+00:00,12.640000,8.730000,-0.30933544,822,TRANSITIONAL,TRANSITIONAL,0.750000,0.500000,1.000000,-1.000000
AMCR,SHORT,2025-08-18T04:00:00+00:00,2025-12-12T05:00:00+00:00,8.480000,8.230000,-0.02948113,82,TRANSITIONAL,TRANSITIONAL,0.500000,0.500000,-1.000000,-1.000000
AMD,LONG,2021-11-09T05:00:00+00:00,2022-01-31T05:00:00+00:00,148.920000,114.250000,-0.23280956,56,TRANSITIONAL,TRANSITIONAL,0.750000,0.500000,1.000000,-1.000000
AMD,SHORT,2022-02-01T05:00:00+00:00,2022-02-14T05:00:00+00:00,116.780000,114.270000,-0.02149341,9,TRANSITIONAL,TRANSITIONAL,0.500000,0.375000,-1.000000,1.000000
AMD,LONG,2022-02-15T05:00:00+00:00,2022-03-24T04:00:00+00:00,121.470000,120.530000,-0.00773854,26,TRANSITIONAL,TRANSITIONAL,0.375000,0.500000,1.000000,0.000000
AMD,SHORT,2022-03-25T04:00:00+00:00,2022-05-05T04:00:00+00:00,119.670000,93.870000,-0.21559288,28,TRANSITIONAL,TRANSITIONAL,0.300000,0.250000,-1.000000,1.000000
AMD,SHORT,2022-10-07T04:00:00+00:00,2022-10-10T04:00:00+00:00,58.440000,57.810000,-0.01078029,1,TRANSITIONAL,TRANSITIONAL,0.333333,0.300000,-1.000000,1.000000
AMD,LONG,2022-10-11T04:00:00+00:00,2022-10-13T04:00:00+00:00,57.630000,58.940000,0.02273122,2,TRANSITIONAL,TRANSITIONAL,0.300000,0.350000,1.000000,-1.000000
AMD,SHORT,2022-10-14T04:00:00+00:00,2022-11-10T05:00:00+00:00,55.940000,68.470000,0.22398999,19,TRANSITIONAL,TRANSITIONAL,0.350000,0.318182,-1.000000,1.000000
AMD,SHORT,2022-12-09T05:00:00+00:00,2022-12-14T05:00:00+00:00,68.590000,68.930000,0.00495699,3,TRANSITIONAL,TRANSITIONAL,0.333333,0.291667,-1.000000,-1.000000
AMD,SHORT,2023-06-14T04:00:00+00:00,2023-06-16T04:00:00+00:00,127.330000,120.080000,-0.05693866,2,TRANSITIONAL,TRANSITIONAL,0.300000,0.266667,-1.000000,-1.000000
AMGN,LONG,2024-05-06T04:00:00+00:00,2025-12-12T05:00:00+00:00,299.480000,317.740000,0.06097235,403,TRANSITIONAL,TRANSITIONAL,0.750000,0.750000,1.000000,1.000000
AMP,LONG,2024-11-07T05:00:00+00:00,2025-08-22T04:00:00+00:00,547.610000,516.920000,-0.05604353,196,TRANSITIONAL,TRANSITIONAL,0.750000,0.833333,1.000000,0.000000
AMP,SHORT,2025-08-26T04:00:00+00:00,2025-12-12T05:00:00+00:00,516.890000,493.630000,-0.04499990,76,TRANSITIONAL,TRANSITIONAL,0.500000,0.500000,-1.000000,-1.000000
AMZN,LONG,2022-02-04T05:00:00+00:00,2022-02-07T05:00:00+00:00,157.639500,157.935500,0.00187770,1,TRANSITIONAL,TRANSITIONAL,0.750000,0.500000,1.000000,-1.000000
AMZN,SHORT,2022-02-08T05:00:00+00:00,2022-04-29T04:00:00+00:00,161.413500,124.281500,-0.23004272,56,TRANSITIONAL,TRANSITIONAL,0.500000,0.375000,-1.000000,1.000000
AMZN,SHORT,2022-05-02T04:00:00+00:00,2022-11-10T05:00:00+00:00,124.500000,96.630000,-0.22385542,134,TRANSITIONAL,TRANSITIONAL,0.300000,0.250000,-1.000000,1.000000
ANET,LONG,2021-11-03T04:00:00+00:00,2023-10-19T04:00:00+00:00,32.112500,47.870000,0.49069677,492,TRANSITIONAL,TRANSITIONAL,0.750000,0.500000,1.000000,-1.000000
ANET,SHORT,2023-10-20T04:00:00+00:00,2023-10-27T04:00:00+00:00,46.527500,44.047500,-0.05330181,5,TRANSITIONAL,STABLE,0.500000,0.400000,-1.000000,1.000000
ANET,LONG,2023-10-30T04:00:00+00:00,2023-11-01T04:00:00+00:00,43.930000,52.710000,0.19986342,2,STABLE,TRANSITIONAL,0.400000,0.333333,1.000000,-1.000000
ANET,SHORT,2023-11-02T04:00:00+00:00,2024-08-01T04:00:00+00:00,52.920000,84.660000,0.59977324,186,TRANSITIONAL,TRANSITIONAL,0.333333,0.285714,-1.000000,1.000000
ANET,SHORT,2025-01-13T05:00:00+00:00,2025-01-27T05:00:00+00:00,112.640000,100.300000,-0.10955256,9,TRANSITIONAL,TRANSITIONAL,0.357143,0.277778,-1.000000,-1.000000
AOS,LONG,2023-02-01T05:00:00+00:00,2025-12-12T05:00:00+00:00,69.960000,68.720000,-0.01772441,719,TRANSITIONAL,TRANSITIONAL,0.750000,0.750000,1.000000,1.000000
APA,LONG,2021-01-13T05:00:00+00:00,2021-03-04T05:00:00+00:00,17.800000,20.980000,0.17865169,34,TRANSITIONAL,TRANSITIONAL,0.750000,0.500000,1.000000,-1.000000
APA,LONG,2021-03-05T05:00:00+00:00,2021-03-30T04:00:00+00:00,23.250000,17.830000,-0.23311828,17,TRANSITIONAL,TRANSITIONAL,0.666667,0.500000,1.000000,-1.000000
APA,LONG,2021-03-31T04:00:00+00:00,2022-05-05T04:00:00+00:00,17.900000,41.300000,1.30726257,277,TRANSITIONAL,TRANSITIONAL,0.625000,0.500000,1.000000,-1.000000
APA,SHORT,2022-05-06T04:00:00+00:00,2022-08-05T04:00:00+00:00,44.110000,31.750000,-0.28020857,62,TRANSITIONAL,TRANSITIONAL,0.500000,0.333333,-1.000000,1.000000
APA,LONG,2022-08-08T04:00:00+00:00,2022-11-08T05:00:00+00:00,32.210000,49.040000,0.52250854,65,TRANSITIONAL,TRANSITIONAL,0.333333,0.400000,1.000000,0.000000
APA,SHORT,2022-11-09T05:00:00+00:00,2023-01-04T05:00:00+00:00,45.550000,42.150000,-0.07464325,37,TRANSITIONAL,TRANSITIONAL,0.300000,0.400000,-1.000000,0.000000
APA,LONG,2023-01-05T05:00:00+00:00,2024-11-07T05:00:00+00:00,41.760000,21.930000,-0.47485632,463,TRANSITIONAL,TRANSITIONAL,0.350000,0.318182,1.000000,-1.000000
APA,SHORT,2024-11-08T05:00:00+00:00,2025-04-04T04:00:00+00:00,21.770000,15.180000,-0.30271015,99,TRANSITIONAL,TRANSITIONAL,0.333333,0.307692,-1.000000,1.000000
APA,LONG,2025-04-09T04:00:00+00:00,2025-04-10T04:00:00+00:00,16.710000,14.600000,-0.12627169,1,TRANSITIONAL,TRANSITIONAL,0.333333,0.312500,1.000000,-1.000000
APA,SHORT,2025-04-11T04:00:00+00:00,2025-12-12T05:00:00+00:00,15.040000,25.930000,0.72406915,169,TRANSITIONAL,TRANSITIONAL,0.323529,0.323529,-1.000000,-1.000000
APD,LONG,2023-11-08T05:00:00+00:00,2024-04-03T04:00:00+00:00,259.930000,239.600000,-0.07821337,99,TRANSITIONAL,TRANSITIONAL,0.750000,0.833333,1.000000,0.000000
APD,SHORT,2024-04-04T04:00:00+00:00,2025-12-12T05:00:00+00:00,237.110000,243.000000,0.02484079,425,TRANSITIONAL,TRANSITIONAL,0.666667,0.666667,-1.000000,-1.000000
APH,LONG,2024-07-18T04:00:00+00:00,2025-08-04T04:00:00+00:00,65.830000,108.630000,0.65015950,261,TRANSITIONAL,TRANSITIONAL,0.750000,0.750000,1.000000,0.000000
APH,SHORT,2025-08-06T04:00:00+00:00,2025-12-12T05:00:00+00:00,109.500000,129.240000,0.18027397,90,TRANSITIONAL,TRANSITIONAL,0.500000,0.500000,-1.000000,-1.000000
APO,LONG,2022-03-08T05:00:00+00:00,2024-11-15T05:00:00+00:00,60.020000,163.630000,1.72625791,678,TRANSITIONAL,TRANSITIONAL,0.750000,0.500000,1.000000,-1.000000
APO,SHORT,2024-11-18T05:00:00+00:00,2025-04-07T04:00:00+00:00,164.310000,112.360000,-0.31617065,94,TRANSITIONAL,TRANSITIONAL,0.500000,0.375000,-1.000000,1.000000
APO,LONG,2025-04-08T04:00:00+00:00,2025-04-10T04:00:00+00:00,110.410000,123.930000,0.12245268,2,TRANSITIONAL,TRANSITIONAL,0.375000,0.300000,1.000000,-1.000000
APO,SHORT,2025-04-11T04:00:00+00:00,2025-12-12T05:00:00+00:00,125.920000,148.050000,0.17574651,169,TRANSITIONAL,TRANSITIONAL,0.300000,0.300000,-1.000000,-1.000000
APP,LONG,2021-05-14T04:00:00+00:00,2021-06-15T04:00:00+00:00,57.260000,81.650000,0.42595180,21,TRANSITIONAL,TRANSITIONAL,0.750000,0.666667,1.000000,-1.000000
APP,SHORT,2021-06-16T04:00:00+00:00,2021-07-08T04:00:00+00:00,85.810000,65.880000,-0.23225731,15,TRANSITIONAL,TRANSITIONAL,0.666667,0.666667,-1.000000,1.000000
APP,LONG,2021-07-09T04:00:00+00:00,2021-08-18T04:00:00+00:00,66.180000,63.770000,-0.03641584,28,TRANSITIONAL,TRANSITIONAL,0.666667,0.500000,1.000000,-1.000000
APP,SHORT,2021-08-19T04:00:00+00:00,2021-09-09T04:00:00+00:00,67.100000,71.090000,0.05946349,14,TRANSITIONAL,TRANSITIONAL,0.500000,0.400000,-1.000000,1.000000
APP,LONG,2021-09-10T04:00:00+00:00,2021-09-13T04:00:00+00:00,77.380000,74.960000,-0.03127423,1,TRANSITIONAL,TRANSITIONAL,0.400000,0.333333,1.000000,-1.000000
APP,SHORT,2021-09-14T04:00:00+00:00,2021-11-16T05:00:00+00:00,75.630000,109.030000,0.44162369,45,TRANSITIONAL,STABLE,0.333333,0.333333,-1.000000,1.000000
APP,LONG,2021-11-17T05:00:00+00:00,2021-11-18T05:00:00+00:00,105.420000,99.640000,-0.05482831,1,STABLE,STABLE,0.333333,0.388889,1.000000,-1.000000
APP,SHORT,2021-11-19T05:00:00+00:00,2022-01-11T05:00:00+00:00,99.770000,84.000000,-0.15806355,35,STABLE,STABLE,0.388889,0.222222,-1.000000,1.000000
APP,SHORT,2022-02-04T05:00:00+00:00,2022-02-16T05:00:00+00:00,68.900000,68.710000,-0.00275762,8,TRANSITIONAL,TRANSITIONAL,0.300000,0.291667,-1.000000,1.000000
APP,LONG,2022-02-18T05:00:00+00:00,2022-02-22T05:00:00+00:00,63.770000,57.330000,-0.10098793,1,TRANSITIONAL,TRANSITIONAL,0.375000,0.291667,1.000000,1.000000
APP,SHORT,2022-02-25T05:00:00+00:00,2022-04-04T04:00:00+00:00,57.200000,57.780000,0.01013986,26,TRANSITIONAL,TRANSITIONAL,0.333333,0.291667,-1.000000,1.000000
APP,LONG,2022-04-05T04:00:00+00:00,2022-04-12T04:00:00+00:00,54.980000,49.530000,-0.09912696,5,STABLE,STABLE,0.307692,0.269231,1.000000,-1.000000
APP,SHORT,2022-04-28T04:00:00+00:00,2022-05-13T04:00:00+00:00,39.160000,39.460000,0.00766088,11,STABLE,TRANSITIONAL,0.346154,0.233333,-1.000000,-1.000000
APP,SHORT,2023-03-07T05:00:00+00:00,2023-03-10T05:00:00+00:00,13.440000,12.310000,-0.08407738,3,TRANSITIONAL,STABLE,0.303030,0.257576,-1.000000,-1.000000
APTV,LONG,2022-03-02T05:00:00+00:00,2022-09-19T04:00:00+00:00,121.710000,96.200000,-0.20959658,138,TRANSITIONAL,TRANSITIONAL,0.750000,0.750000,1.000000,0.000000
APTV,SHORT,2022-09-20T04:00:00+00:00,2022-11-11T05:00:00+00:00,93.030000,111.710000,0.20079544,38,TRANSITIONAL,TRANSITIONAL,0.500000,0.400000,-1.000000,1.000000
APTV,LONG,2022-11-14T05:00:00+00:00,2023-02-07T05:00:00+00:00,109.630000,115.910000,0.05728359,57,TRANSITIONAL,TRANSITIONAL,0.400000,0.600000,1.000000,0.000000
APTV,SHORT,2023-02-08T05:00:00+00:00,2023-09-26T04:00:00+00:00,115.790000,96.450000,-0.16702651,158,TRANSITIONAL,TRANSITIONAL,0.500000,0.600000,-1.000000,0.000000
APTV,LONG,2023-09-27T04:00:00+00:00,2023-11-15T05:00:00+00:00,95.860000,80.290000,-0.16242437,35,TRANSITIONAL,TRANSITIONAL,0.400000,0.333333,1.000000,-1.000000
APTV,SHORT,2023-11-16T05:00:00+00:00,2024-10-21T04:00:00+00:00,79.150000,70.100000,-0.11433986,232,TRANSITIONAL,TRANSITIONAL,0.333333,0.416667,-1.000000,1.000000
APTV,LONG,2024-10-22T04:00:00+00:00,2024-10-31T04:00:00+00:00,69.680000,56.830000,-0.18441447,7,TRANSITIONAL,TRANSITIONAL,0.416667,0.416667,1.000000,-1.000000
APTV,LONG,2024-11-01T04:00:00+00:00,2024-11-26T05:00:00+00:00,56.370000,55.280000,-0.01933653,17,TRANSITIONAL,TRANSITIONAL,0.357143,0.428571,1.000000,0.000000
APTV,SHORT,2025-04-01T04:00:00+00:00,2025-04-03T04:00:00+00:00,59.150000,55.390000,-0.06356720,2,TRANSITIONAL,TRANSITIONAL,0.428571,0.285714,-1.000000,-1.000000
ARE,LONG,2023-11-15T05:00:00+00:00,2025-10-28T04:00:00+00:00,105.710000,62.940000,-0.40459748,488,TRANSITIONAL,TRANSITIONAL,0.750000,0.400000,1.000000,-1.000000
