Date,Open,High,Low,Close,Adj Close,Volume
2024-11-01,185.34991964257875,187.57228837074564,183.84150109357913,185.0,185.0,8893311
2024-11-04,185.8917676844432,186.47336291687856,185.2061577077126,185.71316319412082,185.71316319412082,10382764
2024-11-05,184.36099804640565,186.61778662588787,184.07533715246586,184.16038221568806,184.16038221568806,4114559
2024-11-06,184.3281771285575,184.40421700194327,182.81581178902192,184.29499974627308,184.29499974627308,7810404
2024-11-07,184.82306433408783,186.9316661112972,183.00981297409837,184.53075877019484,184.53075877019484,4804451
2024-11-08,184.83813891846816,187.48908318816348,184.2371322393021,185.26891121488677,185.26891121488677,8553118
2024-11-11,183.56875252325761,183.49411680946983,181.3395974577458,183.43226577410022,183.43226577410022,6468916
2024-11-12,182.78204060080307,185.55388715946742,181.6649209626223,183.50337289957463,183.50337289957463,10839728
2024-11-13,183.13167621283296,185.31912345421,182.75385830296477,183.6248919623245,183.6248919623245,8587749
2024-11-14,181.72301730214207,184.36440575239166,179.71062738531018,182.24519267384196,182.24519267384196,5613809
2024-11-15,182.5686777881991,183.73684485892596,182.08669375824115,182.93156471089654,182.93156471089654,10312644
2024-11-18,182.23683920788085,185.35066957716862,182.9248078354689,183.0231672224077,183.0231672224077,6152378
2024-11-19,182.10620547610793,185.7256556411421,180.99458109843488,183.00372690513709,183.00372690513709,7848668
2024-11-20,181.59459420585083,182.7928394575236,181.7138424611955,182.1996827864847,182.1996827864847,4910870
2024-11-21,182.93369615583703,183.8013145380028,180.64316164526065,182.06458290105627,182.06458290105627,7177705
2024-11-22,182.2362430372855,183.49299041549367,181.79547425471372,182.60747995868286,182.60747995868286,4877460
2024-11-25,184.29626439601904,186.02855550255816,181.16060680713426,183.45139600260296,183.45139600260296,8821656
2024-11-26,184.92851309441488,184.63006564696056,183.6358176545652,184.22319720391314,184.22319720391314,7889872
2024-11-27,184.74170212247446,185.48726582205978,182.9726661818641,185.112775292321,185.112775292321,11884528
2024-11-28,187.7045365325196,187.8185955021876,185.87605462148264,187.09789543439828,187.09789543439828,4397941
2024-11-29,184.39406489304542,187.55277816713718,183.1105113163072,185.17280677139775,185.17280677139775,11696367
2024-12-02,188.42389201120932,188.38944205159564,187.70868857826053,187.72323308875573,187.72323308875573,11128630
2024-12-03,184.63207938727848,185.80642224411312,182.85229843384272,184.5046573768532,184.5046573768532,10035783
2024-12-04,182.98109364879292,185.36260869375903,183.5042317429159,183.55925215742087,183.55925215742087,6357828
2024-12-05,183.04095249433882,184.7377935314011,181.2193899580421,182.59729231127636,182.59729231127636,4334746
2024-12-06,184.03416590705388,185.1641910264145,183.291846844929,183.87053884088974,183.87053884088974,7967901
2024-12-09,187.54405943110126,187.5206643038531,186.01487600485808,187.10150432262853,187.10150432262853,7204554
2024-12-10,186.33358119465566,186.29783745185495,184.19433164029115,186.19349934394663,186.19349934394663,6247964
2024-12-11,187.43274868023317,190.1108713849671,185.54762244829766,187.6207943485314,187.6207943485314,4368396
2024-12-12,190.369933499024,191.33796280399693,188.10894724812317,190.7828146874124,190.7828146874124,5477338
2024-12-13,192.49827779929637,195.982237231358,190.65051752567868,193.28639241927658,193.28639241927658,5591243
2024-12-16,193.6993850521445,194.02685626546912,191.98281359449263,193.48790029864355,193.48790029864355,8328876
2024-12-17,195.22270774790044,195.35957479116794,193.03073701043985,194.79947585745592,194.79947585745592,9118879
2024-12-18,193.43138608530305,194.48874417060654,193.8303074408233,194.01997314024683,194.01997314024683,4210044
2024-12-19,193.50874389243754,196.66480533301558,192.45425189411412,194.01057496942067,194.01057496942067,7046111
2024-12-20,192.08331141915428,193.65841237458667,189.72208254453824,192.23938655946026,192.23938655946026,4713359
2024-12-23,192.8724010479806,193.2655253026327,192.2281602293163,193.24402974827578,193.24402974827578,8712046
2024-12-24,192.9249130465748,196.36446747346398,192.91826593163523,193.72390038493134,193.72390038493134,11456230
2024-12-25,194.2204639985175,196.54024785891008,193.13008488969822,193.7270726614494,193.7270726614494,8250045
2024-12-26,194.0432263000398,194.24203034715407,191.46084423714424,193.84809496403534,193.84809496403534,6581819
2024-12-27,194.41597750185687,195.4324423264895,193.19186509282287,193.75792840561803,193.75792840561803,6337268
2024-12-30,194.00438133011522,195.74965865047713,193.68036588341565,194.24448480628612,194.24448480628612,8611549
2024-12-31,193.25468426483368,194.02942736354524,191.97435917883118,192.3396429267979,192.3396429267979,7153295
2025-01-01,190.8992876792146,191.03102342582994,189.2064195843497,190.5260856552341,190.5260856552341,4201122
2025-01-02,192.5847509137286,193.16652976936282,190.6428727787606,191.6763791403156,191.6763791403156,4012240
2025-01-03,190.78870441461152,191.68794734780099,189.49271370462733,190.15877307567865,190.15877307567865,6903715
2025-01-06,189.59096207569257,191.60319334385687,188.3930553306455,190.24474040794908,190.24474040794908,6913665
2025-01-07,192.79280582363552,194.45684287927978,192.07554159876955,193.1293573380762,193.1293573380762,10045475
2025-01-08,188.64868246862014,190.97616178235674,186.97352811138825,189.00675233872,189.00675233872,8823305
2025-01-09,190.2065163550558,191.87543561197515,187.44353475649422,189.61842622569876,189.61842622569876,5925329
2025-01-10,187.56517660107968,188.4358801209623,185.9001061632205,188.39683804398302,188.39683804398302,7468334
2025-01-13,189.997621257078,189.78959364215075,187.1546079962952,189.34920983078274,189.34920983078274,8354908
2025-01-14,188.5129564467924,189.46383656592513,186.62303741279422,189.1735053764769,189.1735053764769,6300306
2025-01-15,189.77769406012055,189.81941416726008,188.3085783343576,189.6965069310755,189.6965069310755,5584640
2025-01-16,190.56730563177274,190.75624596278766,189.8739190421692,190.07208366826765,190.07208366826765,5215374
2025-01-17,192.80395518375042,193.31412009868578,189.63827760065485,191.98750647066984,191.98750647066984,9234142
2025-01-20,190.11868127526114,192.30587759503535,188.64095641457956,190.8238952736649,190.8238952736649,6095111
2025-01-21,189.86423863954295,191.90641067645757,187.16625052343315,189.39742441758045,189.39742441758045,4009632
2025-01-22,188.79360384786085,191.97399654595296,187.76071032200073,189.41006018482605,189.41006018482605,6039524
2025-01-23,189.81231535970042,190.93866113213832,188.68006305584728,189.51807626582345,189.51807626582345,8141735
2025-01-24,189.65203958459475,192.00052847720158,189.136883977405,190.3852646065689,190.3852646065689,7200492
2025-01-27,189.58928479292823,189.8404357193909,189.34793371329195,189.59127904531314,189.59127904531314,4844027
2025-01-28,190.79475597801388,193.11910116984984,188.33454620080732,190.56583896344927,190.56583896344927,7139811
2025-01-29,190.9744762755566,191.71406382872576,189.45139421298987,190.30507013973116,190.30507013973116,5648940
2025-01-30,189.66666746190464,189.81451604102173,187.46596710816294,189.63157613612054,189.63157613612054,9615930
2025-01-31,187.96916088166725,188.05598941193765,185.479553963319,187.91539378894106,187.91539378894106,8691734
2025-02-03,189.43149230627694,191.0121488343658,187.2414689820045,189.1904796183818,189.1904796183818,8753037
2025-02-04,188.8791922226981,192.4328551694762,187.90671632731545,189.67685648921784,189.67685648921784,11823008
2025-02-05,190.22762526644962,191.78066468545313,189.0842441165065,189.38835138114464,189.38835138114464,10471116
2025-02-06,189.55772408957355,192.45358964052645,189.5734874598174,189.89415254785223,189.89415254785223,5073094
2025-02-07,191.8076704892202,194.72175192141816,191.85010329645743,192.17913032430948,192.17913032430948,10162985
2025-02-10,194.9961100914404,197.56284132551087,193.54644315266196,195.1288691467017,195.1288691467017,8147080
2025-02-11,195.57944750456397,195.44080020059042,193.8119785863477,194.85968494149964,194.85968494149964,5578255
2025-02-12,191.9809734341606,193.5708539709732,189.5722064262028,191.41116648463532,191.41116648463532,4120737
2025-02-13,192.1621831985172,194.5623834457961,189.52152245404628,191.7620238876822,191.7620238876822,7753817
2025-02-14,190.18328711215656,191.78989417555337,189.37769154652779,189.7528341646832,189.7528341646832,10586920
2025-02-17,189.02875362140054,188.81669691810578,185.7760801241238,188.23484423339448,188.23484423339448,9718326
2025-02-18,189.34648628420314,189.80279582176556,188.68669892506995,189.29842789399441,189.29842789399441,4297919
2025-02-19,190.80673797372393,193.3531930543375,189.6017767569549,190.57277786208644,190.57277786208644,7136948
2025-02-20,191.56236640129816,192.31349213996694,188.04921390625097,190.84758646109572,190.84758646109572,10187158
2025-02-21,192.47009736129928,195.75835273902237,192.69627121645388,193.4056808928499,193.4056808928499,8840981
2025-02-24,193.4082207424689,194.52890251901698,192.22008283324678,192.76128395678782,192.76128395678782,9635918
2025-02-25,193.24117056581554,194.80569302390495,191.6333555650191,192.4002360847259,192.4002360847259,4007388
2025-02-26,195.5209064202939,198.12878884769742,195.58451038020894,196.36730651578742,196.36730651578742,11271774
2025-02-27,196.10177843859907,198.6749810394425,194.71555197971318,196.90451342575935,196.90451342575935,4380737
2025-02-28,196.84150479519153,196.57021889501902,194.60932912007112,196.0481573645276,196.0481573645276,10984833
2025-03-03,194.3020209409535,197.5483897217152,193.4402118065472,195.12440649134066,195.12440649134066,5383660
2025-03-04,197.04337097298642,198.10505931220982,194.5220769462146,196.3901698308161,196.3901698308161,6735198
