Date,Open,High,Low,Close,Adj Close,Volume
2024-11-01,260.1971698755029,260.95098296696926,258.4199837991637,260.0,260.0,8512429
2024-11-04,255.26260553070387,255.49195689449365,250.7480260148818,254.20635454700167,254.20635454700167,4528128
2024-11-05,250.203950433725,250.6498558759224,246.63380589424156,249.67441320897564,249.67441320897564,5120156
2024-11-06,251.91047334267515,252.72611764658885,248.31846283501847,251.11631291365086,251.11631291365086,4373507
2024-11-07,248.22704674385452,250.64565799879608,246.51811232883406,247.47762743473314,247.47762743473314,9372921
2024-11-08,243.1658678188342,245.08809752571182,243.7553264933523,243.88523057814214,243.88523057814214,8227081
2024-11-11,241.90669072562915,243.4321621982548,238.53795877266126,241.96911582968633,241.96911582968633,11433280
2024-11-12,240.7087893410484,245.00243056839142,241.08755275597875,241.85068679013173,241.85068679013173,7491347
2024-11-13,235.6898953590388,236.02297387246867,234.21730307647792,235.36802530260258,235.36802530260258,4855709
2024-11-14,232.77264210737476,235.18877652863245,231.30163452383175,233.47435391034233,233.47435391034233,8106299
2024-11-15,233.8844974919471,235.83062198329014,232.9718279814956,233.17042209301903,233.17042209301903,7564283
2024-11-18,235.1127842949877,239.4258353275803,234.94390061269976,236.28633840254048,236.28633840254048,8528013
2024-11-19,233.84548810750326,235.18074832993463,230.97922004269233,233.67210721721173,233.67210721721173,8276171
2024-11-20,231.00632024184048,235.1630382864051,230.4588046152344,231.9761313674813,231.9761313674813,8011436
2024-11-21,231.08713774847985,234.56635613842337,228.83600626394804,231.59379236916465,231.59379236916465,9575327
2024-11-22,227.16112283320356,227.60068016053475,223.89491432040492,226.71564966427457,226.71564966427457,4818090
2024-11-25,222.16697053767837,223.9833189042385,220.65686585871399,222.93027492190063,222.93027492190063,5362327
2024-11-26,223.65202539529957,227.32330767557985,222.52407173806577,224.1721650867172,224.1721650867172,4762590
2024-11-27,217.3038999925201,218.87229633432707,215.39232216479968,218.26382955266175,218.26382955266175,8614440
2024-11-28,221.24237178441297,222.0049199181359,220.1011677545902,220.6882717807144,220.6882717807144,9946042
2024-11-29,215.80509073448175,215.75607440535435,212.92290486868413,215.31577876604442,215.31577876604442,6206042
2024-12-02,208.46576622847888,209.6609095575811,207.2829501792176,207.56227483543847,207.56227483543847,11807662
2024-12-03,208.57238922639308,208.95673259796018,207.24842261109484,208.45953887107464,208.45953887107464,5803604
2024-12-04,203.14428726978701,205.47117373934785,201.67614656342175,203.78903096144504,203.78903096144504,5013355
2024-12-05,201.03654851443028,201.3280198660566,198.6713535349746,201.22439469700134,201.22439469700134,9073393
2024-12-06,199.9871696085008,201.80782796757367,199.49112586684322,200.27730404631282,200.27730404631282,11699118
2024-12-09,205.86007572509934,208.5785443617861,203.90270713765352,205.8889558110242,205.8889558110242,10924540
2024-12-10,213.31552655248842,213.48858743050423,212.46696474954072,212.65237103040167,212.65237103040167,9349841
2024-12-11,212.6542142449299,212.12057780921572,210.7875794043035,211.77948454242278,211.77948454242278,7816851
2024-12-12,216.95151198479894,218.95186939580228,213.01356443711876,216.10342953458758,216.10342953458758,9001749
2024-12-13,212.2704374942033,213.596131741717,208.30974441350503,211.35107984965194,211.35107984965194,8979197
2024-12-16,213.67109311149858,214.46597874407016,213.559774306971,214.12652077895208,214.12652077895208,5161173
2024-12-17,214.57844933743905,217.83911190528244,214.84186610658813,215.24639221595362,215.24639221595362,9168231
2024-12-18,215.64164099236348,218.0216760465153,215.34737980100428,216.46380517043374,216.46380517043374,4654755
2024-12-19,211.81960323018274,214.05335409728605,210.16839143890718,211.88600974852562,211.88600974852562,6792215
2024-12-20,213.5629869583555,217.39380911194098,213.46015287109554,214.2267066154491,214.2267066154491,5360534
2024-12-23,214.26822909143382,214.92842133702547,213.46576705255927,214.5548425424562,214.5548425424562,8452359
2024-12-24,216.56915632322577,217.9291117009019,215.3048820550733,216.19045769590196,216.19045769590196,8176832
2024-12-25,219.27615173703643,221.89469070268046,219.58918319175228,220.0300427779692,220.0300427779692,6229531
2024-12-26,223.93213136670144,224.61593332708642,220.20506528297193,223.48698582337434,223.48698582337434,9757570
2024-12-27,221.429394749689,223.6380484585903,220.51889806475668,220.58810748873347,220.58810748873347,5261733
2024-12-30,227.75902985026343,229.01144862050694,224.13494693830734,226.98930980342683,226.98930980342683,8374138
2024-12-31,231.69589493715512,232.53632032717843,230.10152829802811,230.8580613969379,230.8580613969379,4950280
2025-01-01,230.64813022184302,233.68562786896402,227.95228916502458,230.57400332919863,230.57400332919863,11090182
