Date,Open,High,Low,Close,Adj Close,Volume
2024-11-01,17072.859276284697,17081.97697192509,16903.130717259915,17000.0,17000.0,8164187
2024-11-04,16962.33715170134,17044.49290444055,16917.4583242108,16941.888966438226,16941.888966438226,9254821
2024-11-05,16985.208759432084,17200.63633897606,16902.043226707843,16978.967012600104,16978.967012600104,10933301
2024-11-06,16957.76440598068,17107.776683400774,16970.569749922906,17035.34135173792,17035.34135173792,9240634
2024-11-07,17014.79419845427,17274.38745378412,16923.011891645074,17066.295588526642,17066.295588526642,10766062
2024-11-08,16941.074519921895,17202.03409860697,16876.478868066828,17002.097925876857,17002.097925876857,4815283
2024-11-11,17124.77448708689,17139.339650704667,16977.950767188773,17125.511212340854,17125.511212340854,9837982
2024-11-12,17137.68972348016,17142.23153131485,16861.06087089583,17090.73964933368,17090.73964933368,4263083
2024-11-13,17053.688843964832,17215.66316416371,17051.707749346016,17107.59823999023,17107.59823999023,9109637
2024-11-14,17238.875870388587,17389.23536820796,17078.878581099834,17166.29340435918,17166.29340435918,4746057
2024-11-15,17274.64696288866,17431.6456944623,17058.82275997289,17197.646737443658,17197.646737443658,10550198
2024-11-18,17044.16025928169,17138.245719616945,16874.16416911885,17105.266100902918,17105.266100902918,4893301
2024-11-19,16915.881282662976,17028.684695541833,16889.10642426397,16975.714787138506,16975.714787138506,9894572
2024-11-20,16957.957321580165,17078.428302865796,16867.144591322038,17022.32542806562,17022.32542806562,6409750
2024-11-21,17025.210715355086,17025.4599038256,16929.617746605756,16981.000434479647,16981.000434479647,5749682
2024-11-22,17071.474632149282,17295.75027112056,16850.763030590184,17086.148568337452,17086.148568337452,7598177
2024-11-25,17032.059570295572,16987.91989255807,16799.527759289427,16967.733362691153,16967.733362691153,9672263
2024-11-26,17032.6978012611,17265.895717305844,16804.583705273064,17026.236261369762,17026.236261369762,5800328
2024-11-27,17094.6168606582,17348.78445921682,17034.54830581823,17117.89998709885,17117.89998709885,7741728
2024-11-28,17133.029322872262,17307.711360429297,16984.41511172892,17087.27145706806,17087.27145706806,8480519
